batchsize,dim_input,dim_output,use_bias,activation_fct,hashkey
23,25474,3188,0,1,"[23,25474,3188,0,1]"
24,21217,3262,1,1,"[24,21217,3262,1,1]"
9,13657,3172,1,1,"[9,13657,3172,1,1]"
49,7305,2935,0,0,"[49,7305,2935,0,0]"
42,29690,1770,1,1,"[42,29690,1770,1,1]"
24,25286,2486,0,0,"[24,25286,2486,0,0]"
40,11973,1636,0,0,"[40,11973,1636,0,0]"
1,12411,3472,1,1,"[1,12411,3472,1,1]"
8,24487,3399,0,1,"[8,24487,3399,0,1]"
53,23961,1069,1,1,"[53,23961,1069,1,1]"
6,16721,1791,1,0,"[6,16721,1791,1,0]"
42,6902,2158,0,0,"[42,6902,2158,0,0]"
23,12060,3416,1,1,"[23,12060,3416,1,1]"
60,9686,1124,0,0,"[60,9686,1124,0,0]"
14,12323,413,1,0,"[14,12323,413,1,0]"
41,9238,1883,0,1,"[41,9238,1883,0,1]"
61,16560,4065,1,0,"[61,16560,4065,1,0]"
49,9651,82,0,0,"[49,9651,82,0,0]"
42,25331,1227,1,0,"[42,25331,1227,1,0]"
38,6625,643,1,0,"[38,6625,643,1,0]"
11,23463,2921,1,1,"[11,23463,2921,1,1]"
27,12879,3020,0,1,"[27,12879,3020,0,1]"
22,14084,3108,1,0,"[22,14084,3108,1,0]"
42,6972,3575,0,0,"[42,6972,3575,0,0]"
3,25552,3443,1,0,"[3,25552,3443,1,0]"
58,32711,2002,0,1,"[58,32711,2002,0,1]"
18,22896,140,0,1,"[18,22896,140,0,1]"
30,31000,1104,0,0,"[30,31000,1104,0,0]"
49,13869,1360,1,0,"[49,13869,1360,1,0]"
43,28640,3537,0,0,"[43,28640,3537,0,0]"
50,20435,1906,0,1,"[50,20435,1906,0,1]"
52,22336,3513,1,1,"[52,22336,3513,1,1]"
62,27101,1308,0,0,"[62,27101,1308,0,0]"
52,22431,3172,1,0,"[52,22431,3172,1,0]"
30,19455,3617,0,1,"[30,19455,3617,0,1]"
40,21941,3488,1,1,"[40,21941,3488,1,1]"
30,26348,1721,0,1,"[30,26348,1721,0,1]"
37,17425,3589,1,0,"[37,17425,3589,1,0]"
58,28586,939,1,0,"[58,28586,939,1,0]"
39,23586,2254,1,1,"[39,23586,2254,1,1]"
36,31846,1716,1,1,"[36,31846,1716,1,1]"
31,15527,2797,0,0,"[31,15527,2797,0,0]"
34,3617,3066,1,0,"[34,3617,3066,1,0]"
44,23388,3186,1,0,"[44,23388,3186,1,0]"
15,28827,1855,0,1,"[15,28827,1855,0,1]"
25,11828,892,1,0,"[25,11828,892,1,0]"
28,4462,2704,0,1,"[28,4462,2704,0,1]"
9,9397,3172,1,0,"[9,9397,3172,1,0]"
52,13059,2822,0,1,"[52,13059,2822,0,1]"
56,30508,2382,0,0,"[56,30508,2382,0,0]"
54,9222,83,1,0,"[54,9222,83,1,0]"
60,18004,2370,1,1,"[60,18004,2370,1,1]"
61,21927,2715,0,1,"[61,21927,2715,0,1]"
61,3060,768,0,0,"[61,3060,768,0,0]"
20,2565,727,1,1,"[20,2565,727,1,1]"
28,30409,4075,0,0,"[28,30409,4075,0,0]"
19,25590,3433,1,1,"[19,25590,3433,1,1]"
40,32012,1309,0,0,"[40,32012,1309,0,0]"
4,29354,2714,1,1,"[4,29354,2714,1,1]"
50,15119,2181,0,0,"[50,15119,2181,0,0]"
55,25713,1420,1,0,"[55,25713,1420,1,0]"
57,4488,841,1,1,"[57,4488,841,1,1]"
59,21358,3581,1,1,"[59,21358,3581,1,1]"
48,32015,2955,0,1,"[48,32015,2955,0,1]"
58,21370,1572,1,1,"[58,21370,1572,1,1]"
39,8420,3603,1,0,"[39,8420,3603,1,0]"
24,25867,1486,1,1,"[24,25867,1486,1,1]"
14,14440,2182,0,0,"[14,14440,2182,0,0]"
42,10754,3072,0,0,"[42,10754,3072,0,0]"
56,11483,1397,0,0,"[56,11483,1397,0,0]"
22,31414,191,1,0,"[22,31414,191,1,0]"
21,21493,1486,0,1,"[21,21493,1486,0,1]"
60,13931,4040,0,1,"[60,13931,4040,0,1]"
39,20357,2822,0,0,"[39,20357,2822,0,0]"
35,1916,3968,1,1,"[35,1916,3968,1,1]"
57,2047,3088,0,1,"[57,2047,3088,0,1]"
52,13987,3521,0,0,"[52,13987,3521,0,0]"
13,5090,1252,1,1,"[13,5090,1252,1,1]"
6,28250,2466,0,1,"[6,28250,2466,0,1]"
34,1644,2488,1,1,"[34,1644,2488,1,1]"
31,1097,2892,1,0,"[31,1097,2892,1,0]"
46,28597,682,1,0,"[46,28597,682,1,0]"
29,3954,3501,0,1,"[29,3954,3501,0,1]"
7,18575,3594,1,0,"[7,18575,3594,1,0]"
22,28040,3443,1,0,"[22,28040,3443,1,0]"
17,24307,1411,0,1,"[17,24307,1411,0,1]"
52,13943,2868,0,0,"[52,13943,2868,0,0]"
9,22596,3999,1,0,"[9,22596,3999,1,0]"
10,22592,3257,0,1,"[10,22592,3257,0,1]"
31,2923,2271,0,0,"[31,2923,2271,0,0]"
16,16640,3948,1,1,"[16,16640,3948,1,1]"
26,6429,2732,0,1,"[26,6429,2732,0,1]"
62,30424,3295,0,0,"[62,30424,3295,0,0]"
14,25122,2688,1,1,"[14,25122,2688,1,1]"
20,30313,456,0,0,"[20,30313,456,0,0]"
58,5047,1596,0,1,"[58,5047,1596,0,1]"
58,6865,3030,0,1,"[58,6865,3030,0,1]"
4,21209,558,1,1,"[4,21209,558,1,1]"
53,29732,1381,0,1,"[53,29732,1381,0,1]"
19,20290,1240,1,1,"[19,20290,1240,1,1]"
3,16655,2574,1,1,"[3,16655,2574,1,1]"
38,19679,884,0,1,"[38,19679,884,0,1]"
43,27954,1611,1,0,"[43,27954,1611,1,0]"
41,12501,3909,1,1,"[41,12501,3909,1,1]"
15,12558,3530,0,0,"[15,12558,3530,0,0]"
47,8870,280,1,1,"[47,8870,280,1,1]"
11,18613,3478,0,0,"[11,18613,3478,0,0]"
61,5191,2354,0,0,"[61,5191,2354,0,0]"
58,32397,3603,1,1,"[58,32397,3603,1,1]"
28,3276,144,1,1,"[28,3276,144,1,1]"
55,11887,550,1,0,"[55,11887,550,1,0]"
27,1279,2343,0,1,"[27,1279,2343,0,1]"
28,31994,3685,0,1,"[28,31994,3685,0,1]"
47,9672,3661,1,0,"[47,9672,3661,1,0]"
44,8454,1399,0,0,"[44,8454,1399,0,0]"
56,17198,949,1,0,"[56,17198,949,1,0]"
50,30400,1868,0,1,"[50,30400,1868,0,1]"
4,24657,1722,0,0,"[4,24657,1722,0,0]"
45,9975,2251,1,0,"[45,9975,2251,1,0]"
48,10296,1549,0,0,"[48,10296,1549,0,0]"
21,28608,2386,1,0,"[21,28608,2386,1,0]"
26,25202,3066,1,1,"[26,25202,3066,1,1]"
60,9924,2107,1,0,"[60,9924,2107,1,0]"
55,24029,3292,1,1,"[55,24029,3292,1,1]"
1,23264,3560,1,1,"[1,23264,3560,1,1]"
59,28238,860,0,1,"[59,28238,860,0,1]"
1,28880,2431,0,0,"[1,28880,2431,0,0]"
45,25935,4021,0,0,"[45,25935,4021,0,0]"
33,6461,3827,0,1,"[33,6461,3827,0,1]"
37,18231,3614,0,0,"[37,18231,3614,0,0]"
41,18390,3603,1,0,"[41,18390,3603,1,0]"
61,19438,3470,1,1,"[61,19438,3470,1,1]"
10,30656,3671,1,0,"[10,30656,3671,1,0]"
64,28068,3853,1,0,"[64,28068,3853,1,0]"
39,7990,808,1,1,"[39,7990,808,1,1]"
32,22652,2028,1,1,"[32,22652,2028,1,1]"
43,30608,1141,0,1,"[43,30608,1141,0,1]"
24,11900,3793,0,0,"[24,11900,3793,0,0]"
29,16385,138,0,1,"[29,16385,138,0,1]"
5,12444,1634,1,1,"[5,12444,1634,1,1]"
15,6892,2372,0,1,"[15,6892,2372,0,1]"
40,25835,769,0,0,"[40,25835,769,0,0]"
28,15718,191,0,1,"[28,15718,191,0,1]"
20,17690,2599,0,1,"[20,17690,2599,0,1]"
6,18621,3443,0,1,"[6,18621,3443,0,1]"
42,24558,1600,1,0,"[42,24558,1600,1,0]"
45,7190,2695,1,0,"[45,7190,2695,1,0]"
63,24491,2885,1,0,"[63,24491,2885,1,0]"
26,25862,3736,0,0,"[26,25862,3736,0,0]"
33,25746,3595,0,1,"[33,25746,3595,0,1]"
3,27648,2936,1,0,"[3,27648,2936,1,0]"
32,24019,2108,0,1,"[32,24019,2108,0,1]"
4,30649,2494,1,0,"[4,30649,2494,1,0]"
58,9258,3144,0,0,"[58,9258,3144,0,0]"
51,20927,214,1,1,"[51,20927,214,1,1]"
11,18616,1795,1,0,"[11,18616,1795,1,0]"
39,12545,2119,0,1,"[39,12545,2119,0,1]"
10,7229,3615,0,1,"[10,7229,3615,0,1]"
50,5311,2207,1,1,"[50,5311,2207,1,1]"
22,3303,2147,0,0,"[22,3303,2147,0,0]"
24,19040,2243,1,1,"[24,19040,2243,1,1]"
64,22393,1674,1,1,"[64,22393,1674,1,1]"
11,3821,1779,0,1,"[11,3821,1779,0,1]"
35,26454,1234,0,1,"[35,26454,1234,0,1]"
46,7088,2459,0,0,"[46,7088,2459,0,0]"
26,31736,3843,0,1,"[26,31736,3843,0,1]"
53,15013,1950,1,1,"[53,15013,1950,1,1]"
6,28121,3221,0,1,"[6,28121,3221,0,1]"
13,14326,3739,0,0,"[13,14326,3739,0,0]"
44,29862,3597,0,1,"[44,29862,3597,0,1]"
16,11336,2672,0,0,"[16,11336,2672,0,0]"
26,29188,1082,0,0,"[26,29188,1082,0,0]"
60,19961,2250,1,0,"[60,19961,2250,1,0]"
53,28058,2179,0,0,"[53,28058,2179,0,0]"
53,21208,1083,1,1,"[53,21208,1083,1,1]"
64,30441,3692,1,1,"[64,30441,3692,1,1]"
16,12661,2786,1,1,"[16,12661,2786,1,1]"
10,28321,2203,1,1,"[10,28321,2203,1,1]"
45,26558,2742,0,0,"[45,26558,2742,0,0]"
54,24633,3427,0,1,"[54,24633,3427,0,1]"
42,24521,2702,0,1,"[42,24521,2702,0,1]"
57,15743,3147,0,1,"[57,15743,3147,0,1]"
51,4626,3381,0,0,"[51,4626,3381,0,0]"
54,17052,3594,1,1,"[54,17052,3594,1,1]"
45,15204,1635,0,0,"[45,15204,1635,0,0]"
52,30167,1952,1,0,"[52,30167,1952,1,0]"
38,858,2696,0,0,"[38,858,2696,0,0]"
26,30517,3959,0,1,"[26,30517,3959,0,1]"
60,8864,1942,0,1,"[60,8864,1942,0,1]"
19,22114,1244,1,0,"[19,22114,1244,1,0]"
25,20136,4003,1,0,"[25,20136,4003,1,0]"
43,4743,3664,1,0,"[43,4743,3664,1,0]"
38,17468,1372,1,1,"[38,17468,1372,1,1]"
30,25169,238,1,0,"[30,25169,238,1,0]"
32,11425,3409,1,1,"[32,11425,3409,1,1]"
34,17063,394,0,1,"[34,17063,394,0,1]"
13,13055,880,1,1,"[13,13055,880,1,1]"
37,9965,1878,0,0,"[37,9965,1878,0,0]"
57,31869,53,0,0,"[57,31869,53,0,0]"
43,23569,3667,0,1,"[43,23569,3667,0,1]"
24,29547,2142,1,1,"[24,29547,2142,1,1]"
32,1055,1922,1,0,"[32,1055,1922,1,0]"
20,3683,2525,1,0,"[20,3683,2525,1,0]"
9,23940,2272,0,1,"[9,23940,2272,0,1]"
1,8198,148,0,1,"[1,8198,148,0,1]"
37,13202,249,0,0,"[37,13202,249,0,0]"
44,21942,2705,1,1,"[44,21942,2705,1,1]"
4,19849,1713,0,0,"[4,19849,1713,0,0]"
36,30631,3398,0,0,"[36,30631,3398,0,0]"
50,51,774,0,0,"[50,51,774,0,0]"
12,17301,1916,0,1,"[12,17301,1916,0,1]"
40,18434,663,1,1,"[40,18434,663,1,1]"
19,17540,2606,1,1,"[19,17540,2606,1,1]"
26,1570,3289,0,1,"[26,1570,3289,0,1]"
2,25641,2545,0,1,"[2,25641,2545,0,1]"
49,21587,3586,0,0,"[49,21587,3586,0,0]"
43,3986,1953,1,1,"[43,3986,1953,1,1]"
45,24153,244,1,1,"[45,24153,244,1,1]"
45,8297,2548,0,1,"[45,8297,2548,0,1]"
2,12674,2491,1,0,"[2,12674,2491,1,0]"
10,24992,2029,0,0,"[10,24992,2029,0,0]"
56,22478,3145,1,1,"[56,22478,3145,1,1]"
37,29679,1011,0,0,"[37,29679,1011,0,0]"
40,26075,3888,0,0,"[40,26075,3888,0,0]"
8,32346,1550,0,0,"[8,32346,1550,0,0]"
62,25393,1784,0,1,"[62,25393,1784,0,1]"
44,11884,3382,1,0,"[44,11884,3382,1,0]"
51,19019,3548,0,1,"[51,19019,3548,0,1]"
34,29620,3598,1,0,"[34,29620,3598,1,0]"
41,17973,2344,0,1,"[41,17973,2344,0,1]"
36,21366,1745,1,1,"[36,21366,1745,1,1]"
44,12195,2125,1,1,"[44,12195,2125,1,1]"
58,5017,632,1,0,"[58,5017,632,1,0]"
6,19844,2069,0,1,"[6,19844,2069,0,1]"
33,6881,4043,1,1,"[33,6881,4043,1,1]"
32,19542,385,0,0,"[32,19542,385,0,0]"
30,20423,2533,1,1,"[30,20423,2533,1,1]"
20,5537,813,1,1,"[20,5537,813,1,1]"
48,6599,3699,1,1,"[48,6599,3699,1,1]"
61,18392,3912,0,0,"[61,18392,3912,0,0]"
41,9744,3569,1,1,"[41,9744,3569,1,1]"
55,25125,1974,0,0,"[55,25125,1974,0,0]"
21,19616,2982,0,0,"[21,19616,2982,0,0]"
25,22611,2711,1,0,"[25,22611,2711,1,0]"
31,20481,1915,1,0,"[31,20481,1915,1,0]"
48,6106,3733,0,1,"[48,6106,3733,0,1]"
42,1522,182,1,0,"[42,1522,182,1,0]"
63,30492,235,0,0,"[63,30492,235,0,0]"
43,14494,2326,1,1,"[43,14494,2326,1,1]"
39,24895,2934,1,0,"[39,24895,2934,1,0]"
42,21054,2525,0,1,"[42,21054,2525,0,1]"
2,20798,2272,0,1,"[2,20798,2272,0,1]"
18,22267,1773,1,0,"[18,22267,1773,1,0]"
9,2921,3717,1,0,"[9,2921,3717,1,0]"
56,26046,3640,0,1,"[56,26046,3640,0,1]"
49,8057,3083,0,0,"[49,8057,3083,0,0]"
43,13422,2531,0,1,"[43,13422,2531,0,1]"
10,32413,151,1,0,"[10,32413,151,1,0]"
4,25811,2983,0,1,"[4,25811,2983,0,1]"
9,21763,3750,1,0,"[9,21763,3750,1,0]"
18,8950,2543,1,1,"[18,8950,2543,1,1]"
30,31298,3967,0,0,"[30,31298,3967,0,0]"
18,22603,2706,1,0,"[18,22603,2706,1,0]"
41,23276,3797,0,1,"[41,23276,3797,0,1]"
41,12834,2838,1,1,"[41,12834,2838,1,1]"
18,6374,2112,1,0,"[18,6374,2112,1,0]"
8,21844,3753,1,1,"[8,21844,3753,1,1]"
50,27851,1500,0,0,"[50,27851,1500,0,0]"
1,24684,3791,1,0,"[1,24684,3791,1,0]"
43,30040,3051,0,1,"[43,30040,3051,0,1]"
26,7346,1664,1,1,"[26,7346,1664,1,1]"
60,9932,2844,0,1,"[60,9932,2844,0,1]"
35,6084,1952,0,1,"[35,6084,1952,0,1]"
2,27475,239,0,0,"[2,27475,239,0,0]"
43,4666,3531,0,0,"[43,4666,3531,0,0]"
51,4550,3035,1,1,"[51,4550,3035,1,1]"
28,17823,166,1,0,"[28,17823,166,1,0]"
11,27683,2588,1,0,"[11,27683,2588,1,0]"
56,32519,1441,0,0,"[56,32519,1441,0,0]"
48,23745,853,1,0,"[48,23745,853,1,0]"
50,21810,1888,1,0,"[50,21810,1888,1,0]"
52,32130,2407,0,1,"[52,32130,2407,0,1]"
32,18942,2951,0,1,"[32,18942,2951,0,1]"
51,17733,3948,0,0,"[51,17733,3948,0,0]"
14,15974,3820,0,0,"[14,15974,3820,0,0]"
61,10117,3564,0,1,"[61,10117,3564,0,1]"
57,21071,3247,1,0,"[57,21071,3247,1,0]"
29,23368,3816,1,0,"[29,23368,3816,1,0]"
52,28616,3128,0,1,"[52,28616,3128,0,1]"
1,17716,2299,1,0,"[1,17716,2299,1,0]"
33,19819,711,1,0,"[33,19819,711,1,0]"
32,21826,2706,0,0,"[32,21826,2706,0,0]"
33,3449,1704,1,1,"[33,3449,1704,1,1]"
21,25983,2279,1,0,"[21,25983,2279,1,0]"
24,3987,3760,0,0,"[24,3987,3760,0,0]"
62,20768,917,1,0,"[62,20768,917,1,0]"
64,21829,1367,1,0,"[64,21829,1367,1,0]"
17,9604,2394,0,1,"[17,9604,2394,0,1]"
52,16357,2326,1,1,"[52,16357,2326,1,1]"
47,12586,1603,1,0,"[47,12586,1603,1,0]"
10,89,2255,1,1,"[10,89,2255,1,1]"
4,28534,1390,1,1,"[4,28534,1390,1,1]"
4,6231,2369,0,1,"[4,6231,2369,0,1]"
51,15763,3369,1,0,"[51,15763,3369,1,0]"
36,17497,1806,0,0,"[36,17497,1806,0,0]"
11,19730,2808,1,0,"[11,19730,2808,1,0]"
40,23616,3258,0,0,"[40,23616,3258,0,0]"
54,10675,1444,1,0,"[54,10675,1444,1,0]"
19,24918,1761,0,0,"[19,24918,1761,0,0]"
8,25615,3654,0,0,"[8,25615,3654,0,0]"
8,31238,15,1,0,"[8,31238,15,1,0]"
2,23286,2083,0,0,"[2,23286,2083,0,0]"
56,16941,3847,0,1,"[56,16941,3847,0,1]"
59,21294,1356,0,0,"[59,21294,1356,0,0]"
47,10588,3163,1,1,"[47,10588,3163,1,1]"
11,21345,2466,0,0,"[11,21345,2466,0,0]"
53,28649,693,1,0,"[53,28649,693,1,0]"
31,21150,3109,0,0,"[31,21150,3109,0,0]"
17,30743,3263,1,1,"[17,30743,3263,1,1]"
2,26699,1699,1,0,"[2,26699,1699,1,0]"
56,19435,3289,0,1,"[56,19435,3289,0,1]"
37,29123,2452,0,1,"[37,29123,2452,0,1]"
13,26820,1971,0,0,"[13,26820,1971,0,0]"
14,28663,2895,0,1,"[14,28663,2895,0,1]"
37,812,3191,0,0,"[37,812,3191,0,0]"
62,19525,3841,1,0,"[62,19525,3841,1,0]"
36,9617,96,0,1,"[36,9617,96,0,1]"
54,27155,1942,0,0,"[54,27155,1942,0,0]"
7,26145,1309,1,0,"[7,26145,1309,1,0]"
40,16542,906,1,1,"[40,16542,906,1,1]"
25,28528,3886,0,0,"[25,28528,3886,0,0]"
6,30020,12,0,0,"[6,30020,12,0,0]"
37,8443,999,0,0,"[37,8443,999,0,0]"
32,9639,2235,1,1,"[32,9639,2235,1,1]"
32,6026,2138,1,0,"[32,6026,2138,1,0]"
40,29240,2137,1,1,"[40,29240,2137,1,1]"
15,28242,3850,1,0,"[15,28242,3850,1,0]"
62,1671,3486,1,0,"[62,1671,3486,1,0]"
49,12885,3403,0,0,"[49,12885,3403,0,0]"
56,5967,3557,1,1,"[56,5967,3557,1,1]"
62,21095,3127,0,0,"[62,21095,3127,0,0]"
28,31910,2917,1,0,"[28,31910,2917,1,0]"
38,32716,2082,1,1,"[38,32716,2082,1,1]"
42,12564,3350,1,0,"[42,12564,3350,1,0]"
49,4134,653,1,0,"[49,4134,653,1,0]"
44,9704,2041,1,1,"[44,9704,2041,1,1]"
46,16553,2994,0,0,"[46,16553,2994,0,0]"
50,7725,125,0,0,"[50,7725,125,0,0]"
22,872,3601,1,1,"[22,872,3601,1,1]"
58,18235,3370,1,0,"[58,18235,3370,1,0]"
44,13413,3572,1,1,"[44,13413,3572,1,1]"
47,29135,3298,0,0,"[47,29135,3298,0,0]"
51,17102,3897,1,0,"[51,17102,3897,1,0]"
46,27457,2258,1,0,"[46,27457,2258,1,0]"
64,17296,3790,0,0,"[64,17296,3790,0,0]"
12,26373,3830,0,1,"[12,26373,3830,0,1]"
53,22628,140,1,1,"[53,22628,140,1,1]"
45,16586,2563,1,0,"[45,16586,2563,1,0]"
61,22958,3721,1,1,"[61,22958,3721,1,1]"
57,14421,1541,1,1,"[57,14421,1541,1,1]"
49,18731,2853,0,1,"[49,18731,2853,0,1]"
35,31439,2703,1,1,"[35,31439,2703,1,1]"
17,28032,2029,0,0,"[17,28032,2029,0,0]"
39,28060,129,1,1,"[39,28060,129,1,1]"
37,32089,1848,0,1,"[37,32089,1848,0,1]"
47,25935,2268,0,0,"[47,25935,2268,0,0]"
61,4087,1198,0,1,"[61,4087,1198,0,1]"
36,29744,772,1,0,"[36,29744,772,1,0]"
32,3711,3495,0,0,"[32,3711,3495,0,0]"
12,21724,1342,0,0,"[12,21724,1342,0,0]"
47,18640,2804,1,0,"[47,18640,2804,1,0]"
1,27428,1993,1,1,"[1,27428,1993,1,1]"
34,6374,2176,1,1,"[34,6374,2176,1,1]"
11,21900,194,1,1,"[11,21900,194,1,1]"
49,5457,2285,0,1,"[49,5457,2285,0,1]"
28,13889,3242,1,1,"[28,13889,3242,1,1]"
58,12121,328,1,1,"[58,12121,328,1,1]"
47,31483,2890,1,0,"[47,31483,2890,1,0]"
34,15362,1691,1,1,"[34,15362,1691,1,1]"
42,21390,3032,1,1,"[42,21390,3032,1,1]"
51,22292,2589,0,0,"[51,22292,2589,0,0]"
22,13329,3991,0,0,"[22,13329,3991,0,0]"
19,26101,668,1,1,"[19,26101,668,1,1]"
34,13172,2891,0,1,"[34,13172,2891,0,1]"
36,21584,2061,1,0,"[36,21584,2061,1,0]"
18,10456,1598,0,0,"[18,10456,1598,0,0]"
46,18413,2708,0,0,"[46,18413,2708,0,0]"
3,15528,3517,0,1,"[3,15528,3517,0,1]"
54,2414,1891,0,1,"[54,2414,1891,0,1]"
12,11402,1091,1,0,"[12,11402,1091,1,0]"
1,14758,4084,0,0,"[1,14758,4084,0,0]"
15,17233,775,1,0,"[15,17233,775,1,0]"
36,31412,3081,1,1,"[36,31412,3081,1,1]"
6,31809,1899,1,0,"[6,31809,1899,1,0]"
62,25633,994,0,0,"[62,25633,994,0,0]"
22,27904,3872,1,0,"[22,27904,3872,1,0]"
57,5914,1452,1,1,"[57,5914,1452,1,1]"
8,12980,3341,0,1,"[8,12980,3341,0,1]"
18,10588,3270,0,0,"[18,10588,3270,0,0]"
14,14533,1974,1,0,"[14,14533,1974,1,0]"
41,29130,1896,0,0,"[41,29130,1896,0,0]"
42,30825,628,0,0,"[42,30825,628,0,0]"
45,11550,1757,1,1,"[45,11550,1757,1,1]"
56,32489,2281,0,1,"[56,32489,2281,0,1]"
58,25191,1358,0,1,"[58,25191,1358,0,1]"
49,31551,3197,1,0,"[49,31551,3197,1,0]"
31,22695,1638,1,1,"[31,22695,1638,1,1]"
18,32280,1720,1,1,"[18,32280,1720,1,1]"
17,1482,270,0,0,"[17,1482,270,0,0]"
20,25723,1531,1,1,"[20,25723,1531,1,1]"
50,30471,3573,1,1,"[50,30471,3573,1,1]"
30,8761,938,1,1,"[30,8761,938,1,1]"
52,247,3338,0,0,"[52,247,3338,0,0]"
63,12431,3846,1,0,"[63,12431,3846,1,0]"
47,12113,2668,0,1,"[47,12113,2668,0,1]"
29,13254,3524,1,0,"[29,13254,3524,1,0]"
42,1670,2496,0,0,"[42,1670,2496,0,0]"
64,31345,1493,1,1,"[64,31345,1493,1,1]"
35,18892,2489,0,0,"[35,18892,2489,0,0]"
37,12168,2706,1,1,"[37,12168,2706,1,1]"
32,10064,435,0,1,"[32,10064,435,0,1]"
42,24579,2043,1,0,"[42,24579,2043,1,0]"
28,29956,2175,1,1,"[28,29956,2175,1,1]"
18,19248,2624,0,1,"[18,19248,2624,0,1]"
56,14977,3691,0,1,"[56,14977,3691,0,1]"
16,23597,1291,0,1,"[16,23597,1291,0,1]"
54,25499,3317,1,0,"[54,25499,3317,1,0]"
49,3105,3809,1,0,"[49,3105,3809,1,0]"
31,24589,3313,0,0,"[31,24589,3313,0,0]"
43,29030,3658,0,1,"[43,29030,3658,0,1]"
53,17715,1321,1,1,"[53,17715,1321,1,1]"
24,22706,774,0,1,"[24,22706,774,0,1]"
51,18567,875,1,1,"[51,18567,875,1,1]"
2,29911,3535,0,0,"[2,29911,3535,0,0]"
60,5169,3377,0,1,"[60,5169,3377,0,1]"
63,489,1032,1,0,"[63,489,1032,1,0]"
52,3862,2684,1,0,"[52,3862,2684,1,0]"
61,11551,3899,1,1,"[61,11551,3899,1,1]"
21,21679,4020,0,1,"[21,21679,4020,0,1]"
49,26965,3644,0,0,"[49,26965,3644,0,0]"
2,13957,836,1,1,"[2,13957,836,1,1]"
37,19957,1197,1,1,"[37,19957,1197,1,1]"
40,6367,369,1,0,"[40,6367,369,1,0]"
44,19086,2259,1,0,"[44,19086,2259,1,0]"
15,5517,3672,1,0,"[15,5517,3672,1,0]"
11,28628,3247,0,0,"[11,28628,3247,0,0]"
4,22456,922,0,1,"[4,22456,922,0,1]"
62,12889,1358,1,0,"[62,12889,1358,1,0]"
22,10547,2794,1,1,"[22,10547,2794,1,1]"
13,23435,1264,1,1,"[13,23435,1264,1,1]"
11,4556,3346,0,1,"[11,4556,3346,0,1]"
43,15803,2640,0,0,"[43,15803,2640,0,0]"
31,29890,548,0,1,"[31,29890,548,0,1]"
28,22255,964,1,1,"[28,22255,964,1,1]"
34,19906,1106,1,0,"[34,19906,1106,1,0]"
28,31508,118,0,1,"[28,31508,118,0,1]"
29,27082,657,0,1,"[29,27082,657,0,1]"
13,25429,611,1,0,"[13,25429,611,1,0]"
2,7793,782,0,0,"[2,7793,782,0,0]"
63,14443,3997,1,1,"[63,14443,3997,1,1]"
42,27893,3963,0,1,"[42,27893,3963,0,1]"
60,11822,768,0,0,"[60,11822,768,0,0]"
60,28283,3461,1,1,"[60,28283,3461,1,1]"
15,24338,1646,1,1,"[15,24338,1646,1,1]"
26,18686,753,0,0,"[26,18686,753,0,0]"
21,22167,578,1,0,"[21,22167,578,1,0]"
9,7173,1982,0,0,"[9,7173,1982,0,0]"
61,13208,1832,0,0,"[61,13208,1832,0,0]"
11,14914,1744,1,0,"[11,14914,1744,1,0]"
29,20664,223,1,1,"[29,20664,223,1,1]"
6,2320,1723,1,0,"[6,2320,1723,1,0]"
9,30817,1581,0,1,"[9,30817,1581,0,1]"
4,608,3406,0,0,"[4,608,3406,0,0]"
59,18438,1803,0,1,"[59,18438,1803,0,1]"
62,32337,1472,1,0,"[62,32337,1472,1,0]"
42,16916,1730,0,1,"[42,16916,1730,0,1]"
44,8395,2406,1,1,"[44,8395,2406,1,1]"
41,30770,3116,0,1,"[41,30770,3116,0,1]"
45,92,1963,1,0,"[45,92,1963,1,0]"
9,26376,2647,0,1,"[9,26376,2647,0,1]"
8,16791,548,1,1,"[8,16791,548,1,1]"
34,7295,1021,0,0,"[34,7295,1021,0,0]"
34,12859,1344,0,0,"[34,12859,1344,0,0]"
49,21866,1933,1,1,"[49,21866,1933,1,1]"
17,24003,2470,1,0,"[17,24003,2470,1,0]"
27,11414,3268,0,1,"[27,11414,3268,0,1]"
25,22254,3709,1,0,"[25,22254,3709,1,0]"
31,32275,2705,0,0,"[31,32275,2705,0,0]"
20,30165,1500,1,0,"[20,30165,1500,1,0]"
2,18174,4036,1,0,"[2,18174,4036,1,0]"
11,9963,4018,1,1,"[11,9963,4018,1,1]"
41,27344,3732,0,0,"[41,27344,3732,0,0]"
47,4682,519,1,1,"[47,4682,519,1,1]"
52,14946,2684,0,0,"[52,14946,2684,0,0]"
24,13596,176,0,1,"[24,13596,176,0,1]"
20,24323,1947,0,1,"[20,24323,1947,0,1]"
53,22092,3778,1,0,"[53,22092,3778,1,0]"
19,25662,2516,1,0,"[19,25662,2516,1,0]"
6,1512,1049,0,0,"[6,1512,1049,0,0]"
9,22248,3561,0,0,"[9,22248,3561,0,0]"
52,14371,3640,1,1,"[52,14371,3640,1,1]"
4,25914,3697,0,0,"[4,25914,3697,0,0]"
50,17088,2563,1,1,"[50,17088,2563,1,1]"
59,12800,3686,1,0,"[59,12800,3686,1,0]"
27,16451,2496,1,0,"[27,16451,2496,1,0]"
