batchsize,matsize,channels_in,poolsize,strides,padding,elements_matrix,hashkey
22,305,21,7,2,1,93025,"[22,305,21,7,2,1,93025]"
11,350,14,7,2,1,122500,"[11,350,14,7,2,1,122500]"
28,267,25,3,4,0,71289,"[28,267,25,3,4,0,71289]"
48,172,48,7,3,1,29584,"[48,172,48,7,3,1,29584]"
14,463,18,1,2,1,214369,"[14,463,18,1,2,1,214369]"
4,213,16,4,1,0,45369,"[4,213,16,4,1,0,45369]"
63,351,9,6,1,1,123201,"[63,351,9,6,1,1,123201]"
24,162,1,6,2,1,26244,"[24,162,1,6,2,1,26244]"
63,42,199,4,4,1,1764,"[63,42,199,4,4,1,1764]"
8,303,12,2,4,0,91809,"[8,303,12,2,4,0,91809]"
58,405,11,2,2,0,164025,"[58,405,11,2,2,0,164025]"
33,290,32,6,3,1,84100,"[33,290,32,6,3,1,84100]"
27,367,9,4,4,0,134689,"[27,367,9,4,4,0,134689]"
49,442,14,4,3,1,195364,"[49,442,14,4,3,1,195364]"
60,429,4,2,1,0,184041,"[60,429,4,2,1,0,184041]"
38,460,19,3,3,0,211600,"[38,460,19,3,3,0,211600]"
29,296,30,5,2,0,87616,"[29,296,30,5,2,0,87616]"
27,102,10,2,1,0,10404,"[27,102,10,2,1,0,10404]"
3,44,38,1,3,1,1936,"[3,44,38,1,3,1,1936]"
16,309,14,4,3,0,95481,"[16,309,14,4,3,0,95481]"
51,267,9,5,1,0,71289,"[51,267,9,5,1,0,71289]"
39,450,20,4,4,0,202500,"[39,450,20,4,4,0,202500]"
31,108,79,4,1,1,11664,"[31,108,79,4,1,1,11664]"
45,182,12,5,2,1,33124,"[45,182,12,5,2,1,33124]"
62,74,44,7,4,1,5476,"[62,74,44,7,4,1,5476]"
18,177,1,5,2,1,31329,"[18,177,1,5,2,1,31329]"
64,290,18,1,2,0,84100,"[64,290,18,1,2,0,84100]"
4,353,18,1,2,1,124609,"[4,353,18,1,2,1,124609]"
54,364,9,6,4,0,132496,"[54,364,9,6,4,0,132496]"
54,124,51,7,2,0,15376,"[54,124,51,7,2,0,15376]"
20,372,8,3,2,1,138384,"[20,372,8,3,2,1,138384]"
37,101,30,7,1,1,10201,"[37,101,30,7,1,1,10201]"
31,408,2,7,1,1,166464,"[31,408,2,7,1,1,166464]"
14,282,11,4,4,0,79524,"[14,282,11,4,4,0,79524]"
24,145,14,2,3,1,21025,"[24,145,14,2,3,1,21025]"
57,159,35,2,2,1,25281,"[57,159,35,2,2,1,25281]"
3,394,15,5,2,1,155236,"[3,394,15,5,2,1,155236]"
10,358,22,4,4,0,128164,"[10,358,22,4,4,0,128164]"
46,123,19,3,2,0,15129,"[46,123,19,3,2,0,15129]"
31,204,23,2,4,1,41616,"[31,204,23,2,4,1,41616]"
39,159,23,3,1,0,25281,"[39,159,23,3,1,0,25281]"
12,491,10,3,4,0,241081,"[12,491,10,3,4,0,241081]"
59,6,1123,3,4,1,36,"[59,6,1123,3,4,1,36]"
43,265,8,5,4,0,70225,"[43,265,8,5,4,0,70225]"
30,266,33,3,2,0,70756,"[30,266,33,3,2,0,70756]"
4,13,308,5,4,0,169,"[4,13,308,5,4,0,169]"
2,173,21,3,4,1,29929,"[2,173,21,3,4,1,29929]"
9,315,18,7,3,0,99225,"[9,315,18,7,3,0,99225]"
58,343,10,2,2,0,117649,"[58,343,10,2,2,0,117649]"
60,205,27,4,3,0,42025,"[60,205,27,4,3,0,42025]"
25,205,33,6,1,0,42025,"[25,205,33,6,1,0,42025]"
21,349,25,5,3,0,121801,"[21,349,25,5,3,0,121801]"
7,445,15,5,1,0,198025,"[7,445,15,5,1,0,198025]"
23,89,73,2,4,0,7921,"[23,89,73,2,4,0,7921]"
23,343,22,3,2,1,117649,"[23,343,22,3,2,1,117649]"
4,283,32,4,2,0,80089,"[4,283,32,4,2,0,80089]"
4,254,18,4,4,1,64516,"[4,254,18,4,4,1,64516]"
4,329,2,7,3,0,108241,"[4,329,2,7,3,0,108241]"
59,243,8,4,1,0,59049,"[59,243,8,4,1,0,59049]"
40,178,8,6,3,1,31684,"[40,178,8,6,3,1,31684]"
2,3,3293,1,3,1,9,"[2,3,3293,1,3,1,9]"
9,110,6,7,3,1,12100,"[9,110,6,7,3,1,12100]"
6,52,125,3,4,1,2704,"[6,52,125,3,4,1,2704]"
43,103,77,5,1,0,10609,"[43,103,77,5,1,0,10609]"
28,84,44,1,2,1,7056,"[28,84,44,1,2,1,7056]"
33,117,60,1,4,1,13689,"[33,117,60,1,4,1,13689]"
45,326,4,3,4,0,106276,"[45,326,4,3,4,0,106276]"
27,299,26,2,1,0,89401,"[27,299,26,2,1,0,89401]"
49,443,4,4,3,1,196249,"[49,443,4,4,3,1,196249]"
55,377,13,7,3,0,142129,"[55,377,13,7,3,0,142129]"
14,383,14,3,2,1,146689,"[14,383,14,3,2,1,146689]"
20,21,356,2,1,1,441,"[20,21,356,2,1,1,441]"
44,415,22,3,4,1,172225,"[44,415,22,3,4,1,172225]"
7,367,23,7,3,1,134689,"[7,367,23,7,3,1,134689]"
5,133,37,2,1,0,17689,"[5,133,37,2,1,0,17689]"
45,426,21,7,4,0,181476,"[45,426,21,7,4,0,181476]"
55,44,65,2,2,0,1936,"[55,44,65,2,2,0,1936]"
3,63,43,1,1,0,3969,"[3,63,43,1,1,0,3969]"
49,177,35,3,2,0,31329,"[49,177,35,3,2,0,31329]"
58,103,10,4,1,0,10609,"[58,103,10,4,1,0,10609]"
2,299,26,6,2,1,89401,"[2,299,26,6,2,1,89401]"
1,213,22,6,3,0,45369,"[1,213,22,6,3,0,45369]"
54,234,1,4,2,0,54756,"[54,234,1,4,2,0,54756]"
64,196,11,5,2,0,38416,"[64,196,11,5,2,0,38416]"
8,370,18,6,3,0,136900,"[8,370,18,6,3,0,136900]"
48,48,29,5,2,0,2304,"[48,48,29,5,2,0,2304]"
17,315,5,7,2,0,99225,"[17,315,5,7,2,0,99225]"
44,468,18,7,1,1,219024,"[44,468,18,7,1,1,219024]"
34,136,35,4,2,0,18496,"[34,136,35,4,2,0,18496]"
39,206,29,2,2,0,42436,"[39,206,29,2,2,0,42436]"
21,287,22,1,1,1,82369,"[21,287,22,1,1,1,82369]"
26,397,23,5,1,0,157609,"[26,397,23,5,1,0,157609]"
2,101,6,7,2,1,10201,"[2,101,6,7,2,1,10201]"
41,329,2,1,2,1,108241,"[41,329,2,1,2,1,108241]"
59,44,193,2,4,0,1936,"[59,44,193,2,4,0,1936]"
62,467,6,2,4,0,218089,"[62,467,6,2,4,0,218089]"
27,431,20,4,2,0,185761,"[27,431,20,4,2,0,185761]"
3,174,7,3,4,1,30276,"[3,174,7,3,4,1,30276]"
63,388,13,6,4,0,150544,"[63,388,13,6,4,0,150544]"
57,303,24,5,4,0,91809,"[57,303,24,5,4,0,91809]"
11,52,19,3,1,1,2704,"[11,52,19,3,1,1,2704]"
13,401,9,6,2,1,160801,"[13,401,9,6,2,1,160801]"
60,439,13,4,2,1,192721,"[60,439,13,4,2,1,192721]"
28,365,19,6,1,1,133225,"[28,365,19,6,1,1,133225]"
8,322,27,6,3,0,103684,"[8,322,27,6,3,0,103684]"
29,486,6,7,3,0,236196,"[29,486,6,7,3,0,236196]"
2,22,258,7,1,0,484,"[2,22,258,7,1,0,484]"
52,102,16,6,3,0,10404,"[52,102,16,6,3,0,10404]"
42,245,2,2,2,1,60025,"[42,245,2,2,2,1,60025]"
60,143,61,5,3,1,20449,"[60,143,61,5,3,1,20449]"
21,178,17,3,1,0,31684,"[21,178,17,3,1,0,31684]"
37,361,11,2,3,0,130321,"[37,361,11,2,3,0,130321]"
5,468,9,3,3,0,219024,"[5,468,9,3,3,0,219024]"
43,185,8,1,3,0,34225,"[43,185,8,1,3,0,34225]"
8,477,12,5,1,1,227529,"[8,477,12,5,1,1,227529]"
47,253,18,3,4,1,64009,"[47,253,18,3,4,1,64009]"
31,152,32,7,2,1,23104,"[31,152,32,7,2,1,23104]"
37,127,36,7,2,0,16129,"[37,127,36,7,2,0,16129]"
19,272,24,7,1,0,73984,"[19,272,24,7,1,0,73984]"
49,487,17,6,2,0,237169,"[49,487,17,6,2,0,237169]"
22,350,7,1,1,0,122500,"[22,350,7,1,1,0,122500]"
1,41,136,6,1,1,1681,"[1,41,136,6,1,1,1681]"
5,156,6,6,2,1,24336,"[5,156,6,6,2,1,24336]"
33,215,17,5,3,1,46225,"[33,215,17,5,3,1,46225]"
46,376,4,3,2,1,141376,"[46,376,4,3,2,1,141376]"
21,151,46,6,3,0,22801,"[21,151,46,6,3,0,22801]"
8,475,3,1,2,0,225625,"[8,475,3,1,2,0,225625]"
41,330,3,6,1,0,108900,"[41,330,3,6,1,0,108900]"
51,373,14,5,4,1,139129,"[51,373,14,5,4,1,139129]"
62,178,16,6,4,1,31684,"[62,178,16,6,4,1,31684]"
1,153,64,1,2,0,23409,"[1,153,64,1,2,0,23409]"
17,87,70,6,3,1,7569,"[17,87,70,6,3,1,7569]"
16,3,2147,2,3,1,9,"[16,3,2147,2,3,1,9]"
33,460,8,2,3,0,211600,"[33,460,8,2,3,0,211600]"
60,101,78,4,2,0,10201,"[60,101,78,4,2,0,10201]"
32,332,21,7,4,0,110224,"[32,332,21,7,4,0,110224]"
39,93,47,2,4,0,8649,"[39,93,47,2,4,0,8649]"
1,361,18,6,1,0,130321,"[1,361,18,6,1,0,130321]"
19,210,20,2,2,1,44100,"[19,210,20,2,2,1,44100]"
27,94,48,6,3,1,8836,"[27,94,48,6,3,1,8836]"
24,112,37,4,4,0,12544,"[24,112,37,4,4,0,12544]"
54,243,36,3,1,1,59049,"[54,243,36,3,1,1,59049]"
39,32,251,3,1,1,1024,"[39,32,251,3,1,1,1024]"
20,416,8,1,4,0,173056,"[20,416,8,1,4,0,173056]"
2,157,34,7,2,0,24649,"[2,157,34,7,2,0,24649]"
4,408,12,1,4,0,166464,"[4,408,12,1,4,0,166464]"
12,464,14,4,2,1,215296,"[12,464,14,4,2,1,215296]"
15,348,20,2,3,1,121104,"[15,348,20,2,3,1,121104]"
49,492,1,5,2,1,242064,"[49,492,1,5,2,1,242064]"
22,273,13,1,3,0,74529,"[22,273,13,1,3,0,74529]"
58,232,2,1,3,1,53824,"[58,232,2,1,3,1,53824]"
44,330,9,7,2,0,108900,"[44,330,9,7,2,0,108900]"
8,189,40,3,3,0,35721,"[8,189,40,3,3,0,35721]"
31,201,1,3,4,1,40401,"[31,201,1,3,4,1,40401]"
19,456,7,4,3,1,207936,"[19,456,7,4,3,1,207936]"
33,399,13,2,4,1,159201,"[33,399,13,2,4,1,159201]"
49,397,12,7,1,0,157609,"[49,397,12,7,1,0,157609]"
52,275,7,2,3,1,75625,"[52,275,7,2,3,1,75625]"
51,474,18,6,3,0,224676,"[51,474,18,6,3,0,224676]"
46,454,17,4,2,0,206116,"[46,454,17,4,2,0,206116]"
4,235,17,2,1,1,55225,"[4,235,17,2,1,1,55225]"
28,92,3,4,4,0,8464,"[28,92,3,4,4,0,8464]"
56,92,7,1,4,0,8464,"[56,92,7,1,4,0,8464]"
62,1,300,1,4,0,1,"[62,1,300,1,4,0,1]"
3,2,3329,1,2,0,4,"[3,2,3329,1,2,0,4]"
48,375,4,7,4,1,140625,"[48,375,4,7,4,1,140625]"
13,229,36,6,4,0,52441,"[13,229,36,6,4,0,52441]"
38,347,21,2,1,1,120409,"[38,347,21,2,1,1,120409]"
42,407,11,4,3,0,165649,"[42,407,11,4,3,0,165649]"
14,91,95,7,1,1,8281,"[14,91,95,7,1,1,8281]"
40,418,21,4,1,0,174724,"[40,418,21,4,1,0,174724]"
62,447,11,7,1,0,199809,"[62,447,11,7,1,0,199809]"
46,500,19,1,4,0,250000,"[46,500,19,1,4,0,250000]"
45,271,5,2,1,0,73441,"[45,271,5,2,1,0,73441]"
22,119,59,4,1,1,14161,"[22,119,59,4,1,1,14161]"
63,306,14,7,1,0,93636,"[63,306,14,7,1,0,93636]"
15,346,13,5,1,0,119716,"[15,346,13,5,1,0,119716]"
15,36,260,1,1,0,1296,"[15,36,260,1,1,0,1296]"
12,173,24,2,4,1,29929,"[12,173,24,2,4,1,29929]"
33,431,11,4,2,0,185761,"[33,431,11,4,2,0,185761]"
40,197,41,3,2,1,38809,"[40,197,41,3,2,1,38809]"
18,144,12,4,2,0,20736,"[18,144,12,4,2,0,20736]"
43,147,14,5,4,1,21609,"[43,147,14,5,4,1,21609]"
28,184,7,1,3,1,33856,"[28,184,7,1,3,1,33856]"
24,369,2,2,1,0,136161,"[24,369,2,2,1,0,136161]"
20,470,11,6,4,1,220900,"[20,470,11,6,4,1,220900]"
35,51,50,1,3,1,2601,"[35,51,50,1,3,1,2601]"
10,245,11,4,3,0,60025,"[10,245,11,4,3,0,60025]"
52,265,24,4,1,1,70225,"[52,265,24,4,1,1,70225]"
51,404,1,7,1,1,163216,"[51,404,1,7,1,1,163216]"
51,331,3,4,2,1,109561,"[51,331,3,4,2,1,109561]"
22,504,17,5,4,0,254016,"[22,504,17,5,4,0,254016]"
45,116,32,5,2,1,13456,"[45,116,32,5,2,1,13456]"
12,18,376,6,2,0,324,"[12,18,376,6,2,0,324]"
7,207,34,6,4,1,42849,"[7,207,34,6,4,1,42849]"
19,417,20,4,3,0,173889,"[19,417,20,4,3,0,173889]"
60,301,23,2,2,1,90601,"[60,301,23,2,2,1,90601]"
45,162,59,2,1,0,26244,"[45,162,59,2,1,0,26244]"
15,217,30,4,4,0,47089,"[15,217,30,4,4,0,47089]"
17,450,2,7,3,0,202500,"[17,450,2,7,3,0,202500]"
28,478,14,4,3,0,228484,"[28,478,14,4,3,0,228484]"
46,389,17,3,4,1,151321,"[46,389,17,3,4,1,151321]"
63,367,6,7,1,1,134689,"[63,367,6,7,1,1,134689]"
27,315,14,2,2,0,99225,"[27,315,14,2,2,0,99225]"
49,374,5,5,3,0,139876,"[49,374,5,5,3,0,139876]"
9,7,537,3,3,0,49,"[9,7,537,3,3,0,49]"
59,164,33,4,3,0,26896,"[59,164,33,4,3,0,26896]"
33,170,37,6,4,1,28900,"[33,170,37,6,4,1,28900]"
45,61,156,1,4,0,3721,"[45,61,156,1,4,0,3721]"
18,25,326,4,3,0,625,"[18,25,326,4,3,0,625]"
41,159,7,3,2,0,25281,"[41,159,7,3,2,0,25281]"
46,37,220,2,3,0,1369,"[46,37,220,2,3,0,1369]"
7,148,8,7,3,0,21904,"[7,148,8,7,3,0,21904]"
58,359,14,1,1,0,128881,"[58,359,14,1,1,0,128881]"
64,412,22,1,2,0,169744,"[64,412,22,1,2,0,169744]"
10,508,17,6,3,0,258064,"[10,508,17,6,3,0,258064]"
64,309,16,2,4,1,95481,"[64,309,16,2,4,1,95481]"
29,1,9376,1,1,0,1,"[29,1,9376,1,1,0,1]"
14,96,103,2,1,0,9216,"[14,96,103,2,1,0,9216]"
44,19,131,3,2,1,361,"[44,19,131,3,2,1,361]"
24,483,15,6,2,1,233289,"[24,483,15,6,2,1,233289]"
61,404,23,1,3,0,163216,"[61,404,23,1,3,0,163216]"
59,21,338,7,3,0,441,"[59,21,338,7,3,0,441]"
37,140,50,7,3,1,19600,"[37,140,50,7,3,1,19600]"
40,238,20,3,1,1,56644,"[40,238,20,3,1,1,56644]"
14,343,24,6,4,1,117649,"[14,343,24,6,4,1,117649]"
41,497,7,5,4,1,247009,"[41,497,7,5,4,1,247009]"
17,480,6,4,2,0,230400,"[17,480,6,4,2,0,230400]"
18,424,13,1,4,1,179776,"[18,424,13,1,4,1,179776]"
57,221,44,6,4,1,48841,"[57,221,44,6,4,1,48841]"
25,205,29,5,3,1,42025,"[25,205,29,5,3,1,42025]"
10,212,36,6,2,1,44944,"[10,212,36,6,2,1,44944]"
52,78,42,6,3,1,6084,"[52,78,42,6,3,1,6084]"
32,325,19,4,4,0,105625,"[32,325,19,4,4,0,105625]"
41,16,293,3,1,1,256,"[41,16,293,3,1,1,256]"
56,323,15,3,4,1,104329,"[56,323,15,3,4,1,104329]"
33,339,8,4,2,1,114921,"[33,339,8,4,2,1,114921]"
49,185,42,7,3,0,34225,"[49,185,42,7,3,0,34225]"
10,15,241,3,2,1,225,"[10,15,241,3,2,1,225]"
12,99,25,6,3,0,9801,"[12,99,25,6,3,0,9801]"
50,337,17,1,4,1,113569,"[50,337,17,1,4,1,113569]"
31,10,273,7,4,1,100,"[31,10,273,7,4,1,100]"
16,481,10,4,3,0,231361,"[16,481,10,4,3,0,231361]"
50,298,21,7,2,1,88804,"[50,298,21,7,2,1,88804]"
4,221,11,3,4,1,48841,"[4,221,11,3,4,1,48841]"
6,161,39,3,2,0,25921,"[6,161,39,3,2,0,25921]"
50,298,27,2,4,0,88804,"[50,298,27,2,4,0,88804]"
22,271,23,1,2,0,73441,"[22,271,23,1,2,0,73441]"
24,435,2,1,4,1,189225,"[24,435,2,1,4,1,189225]"
54,419,10,3,1,0,175561,"[54,419,10,3,1,0,175561]"
22,403,12,5,2,0,162409,"[22,403,12,5,2,0,162409]"
62,239,24,7,3,1,57121,"[62,239,24,7,3,1,57121]"
41,115,40,6,2,1,13225,"[41,115,40,6,2,1,13225]"
20,129,56,7,2,1,16641,"[20,129,56,7,2,1,16641]"
31,334,28,4,3,1,111556,"[31,334,28,4,3,1,111556]"
63,129,45,3,4,1,16641,"[63,129,45,3,4,1,16641]"
21,8,373,3,1,1,64,"[21,8,373,3,1,1,64]"
42,201,24,5,3,0,40401,"[42,201,24,5,3,0,40401]"
15,177,8,5,1,1,31329,"[15,177,8,5,1,1,31329]"
34,118,72,1,3,1,13924,"[34,118,72,1,3,1,13924]"
10,205,41,2,1,1,42025,"[10,205,41,2,1,1,42025]"
39,214,2,7,1,1,45796,"[39,214,2,7,1,1,45796]"
21,415,1,4,4,0,172225,"[21,415,1,4,4,0,172225]"
9,231,13,5,3,0,53361,"[9,231,13,5,3,0,53361]"
36,5,809,4,3,0,25,"[36,5,809,4,3,0,25]"
23,96,14,4,3,1,9216,"[23,96,14,4,3,1,9216]"
22,159,54,6,3,1,25281,"[22,159,54,6,3,1,25281]"
14,365,18,6,3,0,133225,"[14,365,18,6,3,0,133225]"
6,227,38,5,2,1,51529,"[6,227,38,5,2,1,51529]"
15,277,2,1,2,1,76729,"[15,277,2,1,2,1,76729]"
64,323,10,6,4,1,104329,"[64,323,10,6,4,1,104329]"
40,304,7,3,1,1,92416,"[40,304,7,3,1,1,92416]"
12,266,16,2,3,1,70756,"[12,266,16,2,3,1,70756]"
3,127,72,4,4,0,16129,"[3,127,72,4,4,0,16129]"
8,195,23,7,1,1,38025,"[8,195,23,7,1,1,38025]"
35,464,11,6,2,0,215296,"[35,464,11,6,2,0,215296]"
59,326,3,7,4,1,106276,"[59,326,3,7,4,1,106276]"
5,50,194,3,1,0,2500,"[5,50,194,3,1,0,2500]"
59,38,120,2,2,1,1444,"[59,38,120,2,2,1,1444]"
2,306,17,1,2,0,93636,"[2,306,17,1,2,0,93636]"
25,2,2761,1,3,1,4,"[25,2,2761,1,3,1,4]"
60,407,23,2,2,0,165649,"[60,407,23,2,2,0,165649]"
55,275,35,7,4,0,75625,"[55,275,35,7,4,0,75625]"
3,436,5,4,3,1,190096,"[3,436,5,4,3,1,190096]"
25,106,38,4,1,1,11236,"[25,106,38,4,1,1,11236]"
37,57,157,1,3,1,3249,"[37,57,157,1,3,1,3249]"
24,57,143,4,3,0,3249,"[24,57,143,4,3,0,3249]"
11,504,9,6,2,1,254016,"[11,504,9,6,2,1,254016]"
21,205,29,3,2,0,42025,"[21,205,29,3,2,0,42025]"
35,364,15,3,2,1,132496,"[35,364,15,3,2,1,132496]"
11,149,54,5,4,1,22201,"[11,149,54,5,4,1,22201]"
5,167,25,3,3,0,27889,"[5,167,25,3,3,0,27889]"
8,17,460,6,3,0,289,"[8,17,460,6,3,0,289]"
21,276,18,4,4,1,76176,"[21,276,18,4,4,1,76176]"
48,145,60,2,4,1,21025,"[48,145,60,2,4,1,21025]"
37,347,10,2,1,1,120409,"[37,347,10,2,1,1,120409]"
47,486,8,4,1,0,236196,"[47,486,8,4,1,0,236196]"
50,489,9,5,1,0,239121,"[50,489,9,5,1,0,239121]"
20,44,14,4,4,0,1936,"[20,44,14,4,4,0,1936]"
11,342,13,4,1,0,116964,"[11,342,13,4,1,0,116964]"
38,4,1597,4,3,1,16,"[38,4,1597,4,3,1,16]"
33,299,5,3,2,0,89401,"[33,299,5,3,2,0,89401]"
38,473,14,2,1,0,223729,"[38,473,14,2,1,0,223729]"
41,388,1,6,2,0,150544,"[41,388,1,6,2,0,150544]"
53,34,104,1,1,1,1156,"[53,34,104,1,1,1,1156]"
1,223,38,6,2,1,49729,"[1,223,38,6,2,1,49729]"
24,11,29,2,1,0,121,"[24,11,29,2,1,0,121]"
1,510,12,4,4,1,260100,"[1,510,12,4,4,1,260100]"
59,161,9,2,4,1,25921,"[59,161,9,2,4,1,25921]"
12,386,4,7,1,0,148996,"[12,386,4,7,1,0,148996]"
56,486,7,6,2,1,236196,"[56,486,7,6,2,1,236196]"
56,57,163,3,4,1,3249,"[56,57,163,3,4,1,3249]"
34,506,3,4,1,1,256036,"[34,506,3,4,1,1,256036]"
43,340,7,5,2,0,115600,"[43,340,7,5,2,0,115600]"
2,388,10,5,1,0,150544,"[2,388,10,5,1,0,150544]"
26,480,3,7,3,0,230400,"[26,480,3,7,3,0,230400]"
11,427,21,7,4,1,182329,"[11,427,21,7,4,1,182329]"
11,275,11,7,1,0,75625,"[11,275,11,7,1,0,75625]"
13,281,10,6,1,1,78961,"[13,281,10,6,1,1,78961]"
13,457,19,7,1,1,208849,"[13,457,19,7,1,1,208849]"
52,118,13,7,3,0,13924,"[52,118,13,7,3,0,13924]"
22,33,34,5,1,1,1089,"[22,33,34,5,1,1,1089]"
36,213,11,2,4,0,45369,"[36,213,11,2,4,0,45369]"
35,496,8,5,2,0,246016,"[35,496,8,5,2,0,246016]"
45,347,26,1,1,1,120409,"[45,347,26,1,1,1,120409]"
15,292,26,6,4,1,85264,"[15,292,26,6,4,1,85264]"
39,159,37,6,1,0,25281,"[39,159,37,6,1,0,25281]"
6,493,19,5,1,1,243049,"[6,493,19,5,1,1,243049]"
3,195,19,1,3,0,38025,"[3,195,19,1,3,0,38025]"
43,461,7,6,4,0,212521,"[43,461,7,6,4,0,212521]"
42,23,42,2,2,0,529,"[42,23,42,2,2,0,529]"
11,382,16,5,3,1,145924,"[11,382,16,5,3,1,145924]"
31,428,15,4,1,1,183184,"[31,428,15,4,1,1,183184]"
42,303,14,4,2,1,91809,"[42,303,14,4,2,1,91809]"
54,98,48,3,2,1,9604,"[54,98,48,3,2,1,9604]"
62,142,11,1,4,0,20164,"[62,142,11,1,4,0,20164]"
55,304,19,6,4,0,92416,"[55,304,19,6,4,0,92416]"
56,292,8,1,1,1,85264,"[56,292,8,1,1,1,85264]"
49,277,20,4,3,0,76729,"[49,277,20,4,3,0,76729]"
45,264,24,1,3,1,69696,"[45,264,24,1,3,1,69696]"
34,335,11,6,4,0,112225,"[34,335,11,6,4,0,112225]"
26,488,19,7,3,0,238144,"[26,488,19,7,3,0,238144]"
26,359,16,2,3,0,128881,"[26,359,16,2,3,0,128881]"
59,249,26,5,1,1,62001,"[59,249,26,5,1,1,62001]"
54,244,9,3,4,0,59536,"[54,244,9,3,4,0,59536]"
51,163,20,2,1,0,26569,"[51,163,20,2,1,0,26569]"
6,129,64,5,4,0,16641,"[6,129,64,5,4,0,16641]"
7,202,19,4,4,0,40804,"[7,202,19,4,4,0,40804]"
52,261,27,7,3,1,68121,"[52,261,27,7,3,1,68121]"
19,202,25,1,1,1,40804,"[19,202,25,1,1,1,40804]"
39,194,16,1,4,1,37636,"[39,194,16,1,4,1,37636]"
20,214,20,7,3,0,45796,"[20,214,20,7,3,0,45796]"
31,29,114,6,4,0,841,"[31,29,114,6,4,0,841]"
19,327,18,3,3,1,106929,"[19,327,18,3,3,1,106929]"
28,386,24,2,3,1,148996,"[28,386,24,2,3,1,148996]"
13,166,37,6,4,0,27556,"[13,166,37,6,4,0,27556]"
43,361,11,2,3,0,130321,"[43,361,11,2,3,0,130321]"
8,191,9,3,3,1,36481,"[8,191,9,3,3,1,36481]"
1,189,18,7,3,1,35721,"[1,189,18,7,3,1,35721]"
2,497,8,4,1,0,247009,"[2,497,8,4,1,0,247009]"
9,30,321,3,3,0,900,"[9,30,321,3,3,0,900]"
44,466,16,6,2,0,217156,"[44,466,16,6,2,0,217156]"
14,433,16,1,2,1,187489,"[14,433,16,1,2,1,187489]"
53,342,3,2,1,1,116964,"[53,342,3,2,1,1,116964]"
8,104,63,5,3,1,10816,"[8,104,63,5,3,1,10816]"
33,262,36,6,4,1,68644,"[33,262,36,6,4,1,68644]"
9,469,11,6,1,0,219961,"[9,469,11,6,1,0,219961]"
55,291,26,7,4,0,84681,"[55,291,26,7,4,0,84681]"
35,138,12,2,4,1,19044,"[35,138,12,2,4,1,19044]"
20,205,12,4,1,0,42025,"[20,205,12,4,1,0,42025]"
20,145,5,2,2,1,21025,"[20,145,5,2,2,1,21025]"
7,169,3,3,2,0,28561,"[7,169,3,3,2,0,28561]"
18,215,12,2,4,0,46225,"[18,215,12,2,4,0,46225]"
23,353,7,4,3,1,124609,"[23,353,7,4,3,1,124609]"
63,113,85,5,3,0,12769,"[63,113,85,5,3,0,12769]"
43,436,6,7,2,1,190096,"[43,436,6,7,2,1,190096]"
56,83,53,4,2,0,6889,"[56,83,53,4,2,0,6889]"
13,47,25,2,1,1,2209,"[13,47,25,2,1,1,2209]"
61,364,12,5,2,1,132496,"[61,364,12,5,2,1,132496]"
18,195,30,2,1,0,38025,"[18,195,30,2,1,0,38025]"
62,85,53,2,1,0,7225,"[62,85,53,2,1,0,7225]"
35,470,4,4,2,0,220900,"[35,470,4,4,2,0,220900]"
16,491,7,3,2,0,241081,"[16,491,7,3,2,0,241081]"
59,454,16,2,4,0,206116,"[59,454,16,2,4,0,206116]"
40,182,19,6,2,0,33124,"[40,182,19,6,2,0,33124]"
28,326,4,2,1,0,106276,"[28,326,4,2,1,0,106276]"
28,253,24,4,2,1,64009,"[28,253,24,4,2,1,64009]"
61,319,9,3,3,0,101761,"[61,319,9,3,3,0,101761]"
64,474,11,5,1,0,224676,"[64,474,11,5,1,0,224676]"
26,459,13,2,1,1,210681,"[26,459,13,2,1,1,210681]"
38,276,3,4,4,0,76176,"[38,276,3,4,4,0,76176]"
58,109,22,5,2,1,11881,"[58,109,22,5,2,1,11881]"
16,65,106,5,4,0,4225,"[16,65,106,5,4,0,4225]"
52,92,30,3,4,1,8464,"[52,92,30,3,4,1,8464]"
50,299,16,6,4,1,89401,"[50,299,16,6,4,1,89401]"
38,11,244,1,4,1,121,"[38,11,244,1,4,1,121]"
60,327,19,4,3,1,106929,"[60,327,19,4,3,1,106929]"
24,55,162,7,3,1,3025,"[24,55,162,7,3,1,3025]"
27,328,16,1,3,1,107584,"[27,328,16,1,3,1,107584]"
48,496,10,2,1,1,246016,"[48,496,10,2,1,1,246016]"
42,447,14,7,4,0,199809,"[42,447,14,7,4,0,199809]"
61,270,6,7,4,1,72900,"[61,270,6,7,4,1,72900]"
26,208,6,6,2,0,43264,"[26,208,6,6,2,0,43264]"
38,2,692,2,4,1,4,"[38,2,692,2,4,1,4]"
49,424,8,5,3,1,179776,"[49,424,8,5,3,1,179776]"
21,507,4,1,4,1,257049,"[21,507,4,1,4,1,257049]"
35,188,39,5,1,1,35344,"[35,188,39,5,1,1,35344]"
35,422,22,6,2,0,178084,"[35,422,22,6,2,0,178084]"
4,233,25,1,1,1,54289,"[4,233,25,1,1,1,54289]"
3,150,37,4,3,1,22500,"[3,150,37,4,3,1,22500]"
44,222,11,1,3,0,49284,"[44,222,11,1,3,0,49284]"
