batchsize,matsize,channels_in,poolsize,strides,padding,elements_matrix,hashkey
53,81,97,2,2,0,6561,"[53,81,97,2,2,0,6561]"
54,483,4,6,1,1,233289,"[54,483,4,6,1,1,233289]"
24,190,18,4,2,0,36100,"[24,190,18,4,2,0,36100]"
15,31,288,5,4,0,961,"[15,31,288,5,4,0,961]"
8,379,8,2,2,1,143641,"[8,379,8,2,2,1,143641]"
28,489,1,5,1,0,239121,"[28,489,1,5,1,0,239121]"
26,328,16,6,3,0,107584,"[26,328,16,6,3,0,107584]"
22,268,15,2,3,0,71824,"[22,268,15,2,3,0,71824]"
50,420,14,1,3,1,176400,"[50,420,14,1,3,1,176400]"
2,232,11,3,2,0,53824,"[2,232,11,3,2,0,53824]"
44,192,8,5,2,0,36864,"[44,192,8,5,2,0,36864]"
15,307,13,5,2,0,94249,"[15,307,13,5,2,0,94249]"
39,155,35,1,2,0,24025,"[39,155,35,1,2,0,24025]"
62,313,21,2,1,0,97969,"[62,313,21,2,1,0,97969]"
52,451,7,4,1,0,203401,"[52,451,7,4,1,0,203401]"
48,243,36,6,3,0,59049,"[48,243,36,6,3,0,59049]"
2,151,23,7,1,0,22801,"[2,151,23,7,1,0,22801]"
9,127,70,6,1,0,16129,"[9,127,70,6,1,0,16129]"
12,33,119,2,3,0,1089,"[12,33,119,2,3,0,1089]"
6,283,19,1,3,0,80089,"[6,283,19,1,3,0,80089]"
48,496,11,6,1,1,246016,"[48,496,11,6,1,1,246016]"
60,343,26,7,3,1,117649,"[60,343,26,7,3,1,117649]"
35,433,15,6,1,0,187489,"[35,433,15,6,1,0,187489]"
16,168,15,3,1,0,28224,"[16,168,15,3,1,0,28224]"
50,142,28,2,3,1,20164,"[50,142,28,2,3,1,20164]"
52,30,307,4,1,0,900,"[52,30,307,4,1,0,900]"
53,141,16,6,2,1,19881,"[53,141,16,6,2,1,19881]"
21,333,26,6,3,1,110889,"[21,333,26,6,3,1,110889]"
27,318,19,1,3,0,101124,"[27,318,19,1,3,0,101124]"
7,53,155,3,1,1,2809,"[7,53,155,3,1,1,2809]"
20,172,20,2,1,1,29584,"[20,172,20,2,1,1,29584]"
58,361,12,3,3,0,130321,"[58,361,12,3,3,0,130321]"
22,470,17,6,2,0,220900,"[22,470,17,6,2,0,220900]"
14,189,11,7,2,0,35721,"[14,189,11,7,2,0,35721]"
61,229,23,2,4,0,52441,"[61,229,23,2,4,0,52441]"
21,157,52,1,1,1,24649,"[21,157,52,1,1,1,24649]"
21,55,111,4,2,0,3025,"[21,55,111,4,2,0,3025]"
3,99,67,2,4,0,9801,"[3,99,67,2,4,0,9801]"
6,31,226,2,3,0,961,"[6,31,226,2,3,0,961]"
46,209,25,1,3,1,43681,"[46,209,25,1,3,1,43681]"
30,78,83,7,3,0,6084,"[30,78,83,7,3,0,6084]"
54,43,53,1,3,1,1849,"[54,43,53,1,3,1,1849]"
31,336,26,5,2,1,112896,"[31,336,26,5,2,1,112896]"
33,296,19,7,3,0,87616,"[33,296,19,7,3,0,87616]"
34,135,54,3,1,1,18225,"[34,135,54,3,1,1,18225]"
23,122,17,3,1,1,14884,"[23,122,17,3,1,1,14884]"
34,502,2,5,3,1,252004,"[34,502,2,5,3,1,252004]"
56,71,37,3,3,0,5041,"[56,71,37,3,3,0,5041]"
62,69,35,4,4,1,4761,"[62,69,35,4,4,1,4761]"
64,17,146,7,2,0,289,"[64,17,146,7,2,0,289]"
10,263,10,4,3,1,69169,"[10,263,10,4,3,1,69169]"
15,300,17,4,1,0,90000,"[15,300,17,4,1,0,90000]"
55,316,21,6,2,0,99856,"[55,316,21,6,2,0,99856]"
51,135,49,2,2,0,18225,"[51,135,49,2,2,0,18225]"
45,463,17,4,4,1,214369,"[45,463,17,4,4,1,214369]"
48,387,1,5,4,0,149769,"[48,387,1,5,4,0,149769]"
62,476,14,1,3,0,226576,"[62,476,14,1,3,0,226576]"
52,299,3,2,3,0,89401,"[52,299,3,2,3,0,89401]"
45,506,1,2,4,0,256036,"[45,506,1,2,4,0,256036]"
35,186,29,6,4,1,34596,"[35,186,29,6,4,1,34596]"
63,65,45,2,3,1,4225,"[63,65,45,2,3,1,4225]"
55,211,39,1,3,0,44521,"[55,211,39,1,3,0,44521]"
15,176,31,3,1,0,30976,"[15,176,31,3,1,0,30976]"
12,201,26,6,4,0,40401,"[12,201,26,6,4,0,40401]"
2,264,20,3,1,0,69696,"[2,264,20,3,1,0,69696]"
41,119,78,4,3,0,14161,"[41,119,78,4,3,0,14161]"
19,405,11,4,2,0,164025,"[19,405,11,4,2,0,164025]"
37,495,16,4,1,1,245025,"[37,495,16,4,1,1,245025]"
3,189,50,5,2,1,35721,"[3,189,50,5,2,1,35721]"
53,389,16,5,4,0,151321,"[53,389,16,5,4,0,151321]"
35,304,23,6,4,1,92416,"[35,304,23,6,4,1,92416]"
44,362,1,4,4,1,131044,"[44,362,1,4,4,1,131044]"
9,129,3,2,2,0,16641,"[9,129,3,2,2,0,16641]"
32,152,48,3,4,1,23104,"[32,152,48,3,4,1,23104]"
56,70,120,2,2,0,4900,"[56,70,120,2,2,0,4900]"
22,366,20,4,2,1,133956,"[22,366,20,4,2,1,133956]"
64,314,11,2,2,1,98596,"[64,314,11,2,2,1,98596]"
16,470,14,1,4,1,220900,"[16,470,14,1,4,1,220900]"
29,426,3,4,2,1,181476,"[29,426,3,4,2,1,181476]"
14,76,71,5,4,0,5776,"[14,76,71,5,4,0,5776]"
39,413,18,7,4,1,170569,"[39,413,18,7,4,1,170569]"
58,179,21,1,1,1,32041,"[58,179,21,1,1,1,32041]"
56,291,5,4,4,1,84681,"[56,291,5,4,4,1,84681]"
12,309,26,3,1,0,95481,"[12,309,26,3,1,0,95481]"
6,54,112,7,3,0,2916,"[6,54,112,7,3,0,2916]"
8,221,17,6,1,1,48841,"[8,221,17,6,1,1,48841]"
12,331,8,3,4,0,109561,"[12,331,8,3,4,0,109561]"
2,253,23,2,2,0,64009,"[2,253,23,2,2,0,64009]"
60,340,27,5,2,1,115600,"[60,340,27,5,2,1,115600]"
37,272,16,4,1,1,73984,"[37,272,16,4,1,1,73984]"
46,73,80,1,2,0,5329,"[46,73,80,1,2,0,5329]"
18,440,13,6,4,0,193600,"[18,440,13,6,4,0,193600]"
42,80,113,2,4,0,6400,"[42,80,113,2,4,0,6400]"
24,241,40,1,3,1,58081,"[24,241,40,1,3,1,58081]"
27,57,167,5,1,1,3249,"[27,57,167,5,1,1,3249]"
34,418,17,6,4,1,174724,"[34,418,17,6,4,1,174724]"
30,501,16,3,2,0,251001,"[30,501,16,3,2,0,251001]"
58,101,14,6,1,0,10201,"[58,101,14,6,1,0,10201]"
56,356,16,1,3,0,126736,"[56,356,16,1,3,0,126736]"
51,197,6,2,4,1,38809,"[51,197,6,2,4,1,38809]"
40,83,6,7,1,1,6889,"[40,83,6,7,1,1,6889]"
11,214,26,4,1,0,45796,"[11,214,26,4,1,0,45796]"
16,480,7,1,4,0,230400,"[16,480,7,1,4,0,230400]"
60,37,257,3,4,0,1369,"[60,37,257,3,4,0,1369]"
2,440,17,2,1,1,193600,"[2,440,17,2,1,1,193600]"
11,103,81,2,3,1,10609,"[11,103,81,2,3,1,10609]"
50,41,187,7,4,0,1681,"[50,41,187,7,4,0,1681]"
28,455,10,1,2,0,207025,"[28,455,10,1,2,0,207025]"
57,497,8,2,4,1,247009,"[57,497,8,2,4,1,247009]"
38,83,98,5,3,0,6889,"[38,83,98,5,3,0,6889]"
24,443,19,3,4,1,196249,"[24,443,19,3,4,1,196249]"
46,264,26,7,2,0,69696,"[46,264,26,7,2,0,69696]"
27,374,22,5,3,1,139876,"[27,374,22,5,3,1,139876]"
51,318,19,5,4,0,101124,"[51,318,19,5,4,0,101124]"
25,37,23,4,4,1,1369,"[25,37,23,4,4,1,1369]"
15,399,5,7,1,1,159201,"[15,399,5,7,1,1,159201]"
19,160,37,1,4,1,25600,"[19,160,37,1,4,1,25600]"
11,107,9,4,4,1,11449,"[11,107,9,4,4,1,11449]"
25,158,19,5,1,0,24964,"[25,158,19,5,1,0,24964]"
40,256,15,7,2,1,65536,"[40,256,15,7,2,1,65536]"
49,495,3,4,4,1,245025,"[49,495,3,4,4,1,245025]"
63,426,1,5,3,1,181476,"[63,426,1,5,3,1,181476]"
6,182,10,3,1,0,33124,"[6,182,10,3,1,0,33124]"
61,414,6,4,2,0,171396,"[61,414,6,4,2,0,171396]"
11,203,39,1,4,1,41209,"[11,203,39,1,4,1,41209]"
10,468,8,1,1,0,219024,"[10,468,8,1,1,0,219024]"
24,55,95,2,1,1,3025,"[24,55,95,2,1,1,3025]"
10,456,19,3,2,0,207936,"[10,456,19,3,2,0,207936]"
62,490,6,4,1,0,240100,"[62,490,6,4,1,0,240100]"
22,27,269,3,1,0,729,"[22,27,269,3,1,0,729]"
24,308,25,3,2,0,94864,"[24,308,25,3,2,0,94864]"
53,156,26,1,3,1,24336,"[53,156,26,1,3,1,24336]"
33,406,3,4,3,1,164836,"[33,406,3,4,3,1,164836]"
3,453,6,7,3,0,205209,"[3,453,6,7,3,0,205209]"
23,425,16,5,3,1,180625,"[23,425,16,5,3,1,180625]"
49,456,17,7,3,0,207936,"[49,456,17,7,3,0,207936]"
46,451,21,5,4,1,203401,"[46,451,21,5,4,1,203401]"
44,25,332,1,2,1,625,"[44,25,332,1,2,1,625]"
46,187,32,3,4,1,34969,"[46,187,32,3,4,1,34969]"
28,114,14,7,1,0,12996,"[28,114,14,7,1,0,12996]"
31,392,5,5,4,0,153664,"[31,392,5,5,4,0,153664]"
34,119,52,2,1,0,14161,"[34,119,52,2,1,0,14161]"
34,461,1,7,1,1,212521,"[34,461,1,7,1,1,212521]"
10,424,22,6,1,1,179776,"[10,424,22,6,1,1,179776]"
16,500,9,3,2,1,250000,"[16,500,9,3,2,1,250000]"
56,124,76,4,1,0,15376,"[56,124,76,4,1,0,15376]"
36,378,1,1,1,0,142884,"[36,378,1,1,1,0,142884]"
60,228,16,4,4,1,51984,"[60,228,16,4,4,1,51984]"
42,344,22,2,1,0,118336,"[42,344,22,2,1,0,118336]"
14,433,13,2,3,0,187489,"[14,433,13,2,3,0,187489]"
15,356,10,2,1,0,126736,"[15,356,10,2,1,0,126736]"
34,368,18,2,3,1,135424,"[34,368,18,2,3,1,135424]"
26,413,15,1,1,1,170569,"[26,413,15,1,1,1,170569]"
2,333,16,4,1,1,110889,"[2,333,16,4,1,1,110889]"
29,307,31,2,4,1,94249,"[29,307,31,2,4,1,94249]"
35,195,33,6,1,1,38025,"[35,195,33,6,1,1,38025]"
26,488,19,3,2,1,238144,"[26,488,19,3,2,1,238144]"
7,502,13,7,3,1,252004,"[7,502,13,7,3,1,252004]"
61,170,7,6,3,0,28900,"[61,170,7,6,3,0,28900]"
27,113,21,4,2,0,12769,"[27,113,21,4,2,0,12769]"
51,173,35,6,4,0,29929,"[51,173,35,6,4,0,29929]"
62,397,24,7,2,0,157609,"[62,397,24,7,2,0,157609]"
61,362,17,5,4,0,131044,"[61,362,17,5,4,0,131044]"
36,348,27,7,2,1,121104,"[36,348,27,7,2,1,121104]"
26,93,4,2,2,1,8649,"[26,93,4,2,2,1,8649]"
51,18,254,1,3,1,324,"[51,18,254,1,3,1,324]"
30,228,18,2,1,0,51984,"[30,228,18,2,1,0,51984]"
59,186,19,1,3,1,34596,"[59,186,19,1,3,1,34596]"
46,341,17,5,1,0,116281,"[46,341,17,5,1,0,116281]"
21,356,26,6,3,1,126736,"[21,356,26,6,3,1,126736]"
39,433,13,3,4,1,187489,"[39,433,13,3,4,1,187489]"
19,386,17,6,2,1,148996,"[19,386,17,6,2,1,148996]"
20,110,78,3,2,0,12100,"[20,110,78,3,2,0,12100]"
12,454,14,7,1,1,206116,"[12,454,14,7,1,1,206116]"
55,385,22,2,1,1,148225,"[55,385,22,2,1,1,148225]"
51,449,2,7,3,0,201601,"[51,449,2,7,3,0,201601]"
28,434,21,1,3,1,188356,"[28,434,21,1,3,1,188356]"
9,448,5,1,2,1,200704,"[9,448,5,1,2,1,200704]"
16,440,19,5,1,0,193600,"[16,440,19,5,1,0,193600]"
37,92,44,5,2,0,8464,"[37,92,44,5,2,0,8464]"
59,88,22,7,3,1,7744,"[59,88,22,7,3,1,7744]"
56,391,7,3,4,0,152881,"[56,391,7,3,4,0,152881]"
34,509,15,3,3,0,259081,"[34,509,15,3,3,0,259081]"
52,491,17,5,2,0,241081,"[52,491,17,5,2,0,241081]"
39,48,138,6,4,1,2304,"[39,48,138,6,4,1,2304]"
41,262,33,4,3,0,68644,"[41,262,33,4,3,0,68644]"
61,48,123,2,2,1,2304,"[61,48,123,2,2,1,2304]"
61,435,16,5,1,1,189225,"[61,435,16,5,1,1,189225]"
18,173,44,2,2,0,29929,"[18,173,44,2,2,0,29929]"
44,182,30,4,2,1,33124,"[44,182,30,4,2,1,33124]"
32,4,2315,3,2,1,16,"[32,4,2315,3,2,1,16]"
45,353,23,6,2,0,124609,"[45,353,23,6,2,0,124609]"
43,361,5,1,4,0,130321,"[43,361,5,1,4,0,130321]"
16,230,35,1,3,0,52900,"[16,230,35,1,3,0,52900]"
57,35,187,1,2,0,1225,"[57,35,187,1,2,0,1225]"
57,43,12,5,2,0,1849,"[57,43,12,5,2,0,1849]"
49,111,60,3,3,1,12321,"[49,111,60,3,3,1,12321]"
40,281,23,7,2,0,78961,"[40,281,23,7,2,0,78961]"
58,482,4,1,4,0,232324,"[58,482,4,1,4,0,232324]"
5,302,31,4,2,1,91204,"[5,302,31,4,2,1,91204]"
17,281,16,2,4,0,78961,"[17,281,16,2,4,0,78961]"
46,50,18,5,3,1,2500,"[46,50,18,5,3,1,2500]"
11,413,8,6,2,1,170569,"[11,413,8,6,2,1,170569]"
4,472,4,2,1,0,222784,"[4,472,4,2,1,0,222784]"
31,130,34,3,4,1,16900,"[31,130,34,3,4,1,16900]"
6,402,6,4,4,1,161604,"[6,402,6,4,4,1,161604]"
30,421,3,1,2,0,177241,"[30,421,3,1,2,0,177241]"
37,196,46,7,4,0,38416,"[37,196,46,7,4,0,38416]"
33,5,1800,3,1,1,25,"[33,5,1800,3,1,1,25]"
12,463,18,7,3,0,214369,"[12,463,18,7,3,0,214369]"
53,405,11,2,2,0,164025,"[53,405,11,2,2,0,164025]"
62,500,9,6,3,0,250000,"[62,500,9,6,3,0,250000]"
44,511,4,1,2,0,261121,"[44,511,4,1,2,0,261121]"
16,259,19,7,1,0,67081,"[16,259,19,7,1,0,67081]"
24,470,12,6,2,1,220900,"[24,470,12,6,2,1,220900]"
28,402,11,1,1,0,161604,"[28,402,11,1,1,0,161604]"
8,166,14,2,1,0,27556,"[8,166,14,2,1,0,27556]"
42,357,19,2,4,1,127449,"[42,357,19,2,4,1,127449]"
27,418,12,4,4,0,174724,"[27,418,12,4,4,0,174724]"
56,319,20,7,4,1,101761,"[56,319,20,7,4,1,101761]"
39,210,15,4,1,1,44100,"[39,210,15,4,1,1,44100]"
22,71,40,1,1,1,5041,"[22,71,40,1,1,1,5041]"
45,45,179,7,4,1,2025,"[45,45,179,7,4,1,2025]"
9,349,27,4,4,1,121801,"[9,349,27,4,4,1,121801]"
44,415,14,1,3,1,172225,"[44,415,14,1,3,1,172225]"
23,142,7,7,1,0,20164,"[23,142,7,7,1,0,20164]"
13,446,17,4,1,1,198916,"[13,446,17,4,1,1,198916]"
21,146,55,3,2,1,21316,"[21,146,55,3,2,1,21316]"
43,304,23,6,3,1,92416,"[43,304,23,6,3,1,92416]"
34,186,33,5,2,1,34596,"[34,186,33,5,2,1,34596]"
38,172,4,2,1,0,29584,"[38,172,4,2,1,0,29584]"
46,52,62,2,2,1,2704,"[46,52,62,2,2,1,2704]"
37,177,12,2,1,0,31329,"[37,177,12,2,1,0,31329]"
8,444,2,2,1,1,197136,"[8,444,2,2,1,1,197136]"
12,362,25,4,1,0,131044,"[12,362,25,4,1,0,131044]"
16,61,93,5,4,0,3721,"[16,61,93,5,4,0,3721]"
53,480,14,6,4,1,230400,"[53,480,14,6,4,1,230400]"
60,244,16,6,4,1,59536,"[60,244,16,6,4,1,59536]"
32,245,33,2,3,0,60025,"[32,245,33,2,3,0,60025]"
23,434,6,7,4,0,188356,"[23,434,6,7,4,0,188356]"
57,443,16,4,3,0,196249,"[57,443,16,4,3,0,196249]"
36,73,31,2,4,1,5329,"[36,73,31,2,4,1,5329]"
24,63,147,7,2,0,3969,"[24,63,147,7,2,0,3969]"
22,252,32,3,4,0,63504,"[22,252,32,3,4,0,63504]"
17,31,183,6,2,0,961,"[17,31,183,6,2,0,961]"
45,254,13,5,2,0,64516,"[45,254,13,5,2,0,64516]"
46,57,78,5,2,0,3249,"[46,57,78,5,2,0,3249]"
13,141,10,4,2,1,19881,"[13,141,10,4,2,1,19881]"
55,400,22,7,4,0,160000,"[55,400,22,7,4,0,160000]"
27,155,21,5,4,0,24025,"[27,155,21,5,4,0,24025]"
23,392,10,5,1,1,153664,"[23,392,10,5,1,1,153664]"
31,180,18,7,2,0,32400,"[31,180,18,7,2,0,32400]"
32,190,26,4,1,1,36100,"[32,190,26,4,1,1,36100]"
51,51,60,2,3,1,2601,"[51,51,60,2,3,1,2601]"
4,60,6,7,1,0,3600,"[4,60,6,7,1,0,3600]"
50,304,15,7,2,1,92416,"[50,304,15,7,2,1,92416]"
4,76,36,5,3,1,5776,"[4,76,36,5,3,1,5776]"
52,350,11,6,3,1,122500,"[52,350,11,6,3,1,122500]"
22,412,5,7,4,0,169744,"[22,412,5,7,4,0,169744]"
45,291,3,6,3,1,84681,"[45,291,3,6,3,1,84681]"
63,196,23,6,2,1,38416,"[63,196,23,6,2,1,38416]"
22,268,15,7,1,0,71824,"[22,268,15,7,1,0,71824]"
17,86,8,6,2,0,7396,"[17,86,8,6,2,0,7396]"
15,299,31,6,4,1,89401,"[15,299,31,6,4,1,89401]"
12,321,10,4,4,1,103041,"[12,321,10,4,4,1,103041]"
45,367,24,2,1,1,134689,"[45,367,24,2,1,1,134689]"
28,398,22,7,1,0,158404,"[28,398,22,7,1,0,158404]"
19,478,12,1,4,0,228484,"[19,478,12,1,4,0,228484]"
19,347,7,1,3,1,120409,"[19,347,7,1,3,1,120409]"
14,49,55,6,1,0,2401,"[14,49,55,6,1,0,2401]"
13,329,17,6,2,1,108241,"[13,329,17,6,2,1,108241]"
48,335,24,7,3,0,112225,"[48,335,24,7,3,0,112225]"
33,210,46,7,4,0,44100,"[33,210,46,7,4,0,44100]"
33,166,3,6,3,0,27556,"[33,166,3,6,3,0,27556]"
29,253,18,4,3,1,64009,"[29,253,18,4,3,1,64009]"
23,324,6,5,3,0,104976,"[23,324,6,5,3,0,104976]"
28,4,1415,2,1,0,16,"[28,4,1415,2,1,0,16]"
38,237,9,3,3,1,56169,"[38,237,9,3,3,1,56169]"
33,139,10,4,4,0,19321,"[33,139,10,4,4,0,19321]"
17,498,14,4,1,1,248004,"[17,498,14,4,1,1,248004]"
8,18,327,3,3,1,324,"[8,18,327,3,3,1,324]"
11,498,9,4,3,0,248004,"[11,498,9,4,3,0,248004]"
55,172,38,5,2,0,29584,"[55,172,38,5,2,0,29584]"
15,495,2,5,2,0,245025,"[15,495,2,5,2,0,245025]"
41,207,42,4,3,1,42849,"[41,207,42,4,3,1,42849]"
26,13,685,2,3,1,169,"[26,13,685,2,3,1,169]"
3,502,12,3,2,0,252004,"[3,502,12,3,2,0,252004]"
7,233,17,7,4,1,54289,"[7,233,17,7,4,1,54289]"
50,42,115,6,4,1,1764,"[50,42,115,6,4,1,1764]"
56,360,19,1,4,1,129600,"[56,360,19,1,4,1,129600]"
61,461,10,7,1,0,212521,"[61,461,10,7,1,0,212521]"
40,25,154,6,2,0,625,"[40,25,154,6,2,0,625]"
40,385,7,7,2,1,148225,"[40,385,7,7,2,1,148225]"
6,21,327,7,3,1,441,"[6,21,327,7,3,1,441]"
15,356,24,6,1,1,126736,"[15,356,24,6,1,1,126736]"
9,43,95,1,3,0,1849,"[9,43,95,1,3,0,1849]"
11,193,36,2,4,1,37249,"[11,193,36,2,4,1,37249]"
55,49,33,2,1,1,2401,"[55,49,33,2,1,1,2401]"
16,145,14,7,2,0,21025,"[16,145,14,7,2,0,21025]"
49,170,36,7,2,1,28900,"[49,170,36,7,2,1,28900]"
58,2,1558,2,1,0,4,"[58,2,1558,2,1,0,4]"
8,280,8,2,3,1,78400,"[8,280,8,2,3,1,78400]"
17,321,5,2,1,1,103041,"[17,321,5,2,1,1,103041]"
61,415,13,3,4,1,172225,"[61,415,13,3,4,1,172225]"
37,445,17,2,1,0,198025,"[37,445,17,2,1,0,198025]"
15,423,7,2,2,0,178929,"[15,423,7,2,2,0,178929]"
52,160,21,4,2,1,25600,"[52,160,21,4,2,1,25600]"
48,472,20,2,2,0,222784,"[48,472,20,2,2,0,222784]"
64,260,29,1,1,0,67600,"[64,260,29,1,1,0,67600]"
48,233,22,2,4,0,54289,"[48,233,22,2,4,0,54289]"
4,311,12,6,2,1,96721,"[4,311,12,6,2,1,96721]"
28,318,27,2,3,0,101124,"[28,318,27,2,3,0,101124]"
53,266,20,3,4,0,70756,"[53,266,20,3,4,0,70756]"
21,490,4,6,3,1,240100,"[21,490,4,6,3,1,240100]"
13,343,5,7,2,1,117649,"[13,343,5,7,2,1,117649]"
45,150,9,2,3,1,22500,"[45,150,9,2,3,1,22500]"
27,374,23,3,3,0,139876,"[27,374,23,3,3,0,139876]"
1,136,30,1,2,0,18496,"[1,136,30,1,2,0,18496]"
39,164,40,4,3,1,26896,"[39,164,40,4,3,1,26896]"
56,188,9,1,1,0,35344,"[56,188,9,1,1,0,35344]"
43,285,18,5,4,0,81225,"[43,285,18,5,4,0,81225]"
36,37,243,6,2,0,1369,"[36,37,243,6,2,0,1369]"
40,72,94,4,2,0,5184,"[40,72,94,4,2,0,5184]"
29,419,18,5,4,1,175561,"[29,419,18,5,4,1,175561]"
41,68,63,4,2,1,4624,"[41,68,63,4,2,1,4624]"
61,324,11,1,3,0,104976,"[61,324,11,1,3,0,104976]"
6,35,110,3,4,0,1225,"[6,35,110,3,4,0,1225]"
36,358,11,7,2,1,128164,"[36,358,11,7,2,1,128164]"
37,7,1336,4,4,1,49,"[37,7,1336,4,4,1,49]"
41,179,42,5,3,0,32041,"[41,179,42,5,3,0,32041]"
49,116,34,5,1,0,13456,"[49,116,34,5,1,0,13456]"
54,107,23,7,1,0,11449,"[54,107,23,7,1,0,11449]"
10,186,46,2,2,0,34596,"[10,186,46,2,2,0,34596]"
14,170,53,1,1,1,28900,"[14,170,53,1,1,1,28900]"
40,125,41,3,1,0,15625,"[40,125,41,3,1,0,15625]"
44,301,21,6,4,0,90601,"[44,301,21,6,4,0,90601]"
40,307,16,4,4,1,94249,"[40,307,16,4,4,1,94249]"
51,276,6,1,2,0,76176,"[51,276,6,1,2,0,76176]"
15,5,823,2,2,0,25,"[15,5,823,2,2,0,25]"
62,68,67,6,2,1,4624,"[62,68,67,6,2,1,4624]"
25,391,15,5,3,1,152881,"[25,391,15,5,3,1,152881]"
33,272,17,2,2,1,73984,"[33,272,17,2,2,1,73984]"
41,190,46,4,2,1,36100,"[41,190,46,4,2,1,36100]"
52,348,7,6,1,1,121104,"[52,348,7,6,1,1,121104]"
43,166,46,5,2,0,27556,"[43,166,46,5,2,0,27556]"
47,230,29,2,4,0,52900,"[47,230,29,2,4,0,52900]"
47,229,16,4,3,0,52441,"[47,229,16,4,3,0,52441]"
23,263,8,3,4,1,69169,"[23,263,8,3,4,1,69169]"
15,459,13,5,1,0,210681,"[15,459,13,5,1,0,210681]"
37,233,20,1,3,1,54289,"[37,233,20,1,3,1,54289]"
38,158,27,1,1,0,24964,"[38,158,27,1,1,0,24964]"
50,153,30,3,4,0,23409,"[50,153,30,3,4,0,23409]"
20,494,18,2,2,1,244036,"[20,494,18,2,2,1,244036]"
2,299,23,3,2,1,89401,"[2,299,23,3,2,1,89401]"
9,184,28,5,1,1,33856,"[9,184,28,5,1,1,33856]"
2,432,16,2,2,1,186624,"[2,432,16,2,2,1,186624]"
54,32,119,2,2,0,1024,"[54,32,119,2,2,0,1024]"
3,507,3,1,1,1,257049,"[3,507,3,1,1,1,257049]"
39,19,54,3,2,0,361,"[39,19,54,3,2,0,361]"
37,346,21,5,1,1,119716,"[37,346,21,5,1,1,119716]"
13,31,317,7,2,0,961,"[13,31,317,7,2,0,961]"
20,94,94,1,3,0,8836,"[20,94,94,1,3,0,8836]"
33,387,2,3,2,0,149769,"[33,387,2,3,2,0,149769]"
32,479,5,5,1,0,229441,"[32,479,5,5,1,0,229441]"
1,75,6,2,4,0,5625,"[1,75,6,2,4,0,5625]"
44,506,8,4,4,0,256036,"[44,506,8,4,4,0,256036]"
20,331,25,5,2,0,109561,"[20,331,25,5,2,0,109561]"
21,122,67,2,3,1,14884,"[21,122,67,2,3,1,14884]"
2,348,9,3,1,1,121104,"[2,348,9,3,1,1,121104]"
27,24,151,4,4,1,576,"[27,24,151,4,4,1,576]"
49,209,18,4,2,1,43681,"[49,209,18,4,2,1,43681]"
62,191,48,1,2,1,36481,"[62,191,48,1,2,1,36481]"
33,429,20,2,4,0,184041,"[33,429,20,2,4,0,184041]"
38,239,8,1,1,0,57121,"[38,239,8,1,1,0,57121]"
36,455,20,2,3,0,207025,"[36,455,20,2,3,0,207025]"
63,420,9,4,2,1,176400,"[63,420,9,4,2,1,176400]"
53,497,12,1,3,0,247009,"[53,497,12,1,3,0,247009]"
4,488,6,7,4,1,238144,"[4,488,6,7,4,1,238144]"
28,240,16,3,1,1,57600,"[28,240,16,3,1,1,57600]"
38,469,7,6,4,0,219961,"[38,469,7,6,4,0,219961]"
56,261,18,2,3,1,68121,"[56,261,18,2,3,1,68121]"
29,235,38,3,4,0,55225,"[29,235,38,3,4,0,55225]"
17,445,14,7,1,1,198025,"[17,445,14,7,1,1,198025]"
34,386,13,6,2,0,148996,"[34,386,13,6,2,0,148996]"
53,333,28,7,4,0,110889,"[53,333,28,7,4,0,110889]"
60,146,3,1,2,1,21316,"[60,146,3,1,2,1,21316]"
9,66,105,2,3,1,4356,"[9,66,105,2,3,1,4356]"
50,317,11,4,2,0,100489,"[50,317,11,4,2,0,100489]"
33,250,30,6,3,1,62500,"[33,250,30,6,3,1,62500]"
36,97,69,4,4,0,9409,"[36,97,69,4,4,0,9409]"
60,206,23,7,2,0,42436,"[60,206,23,7,2,0,42436]"
61,421,8,4,4,0,177241,"[61,421,8,4,4,0,177241]"
27,430,5,3,3,0,184900,"[27,430,5,3,3,0,184900]"
28,487,10,2,2,0,237169,"[28,487,10,2,2,0,237169]"
55,171,56,4,3,0,29241,"[55,171,56,4,3,0,29241]"
20,479,17,7,3,0,229441,"[20,479,17,7,3,0,229441]"
11,260,36,4,1,0,67600,"[11,260,36,4,1,0,67600]"
34,373,4,4,1,1,139129,"[34,373,4,4,1,1,139129]"
59,452,8,1,1,0,204304,"[59,452,8,1,1,0,204304]"
8,365,10,7,1,0,133225,"[8,365,10,7,1,0,133225]"
61,401,19,7,1,0,160801,"[61,401,19,7,1,0,160801]"
29,485,18,4,4,0,235225,"[29,485,18,4,4,0,235225]"
50,467,4,5,4,0,218089,"[50,467,4,5,4,0,218089]"
40,445,3,4,2,1,198025,"[40,445,3,4,2,1,198025]"
43,291,27,5,1,0,84681,"[43,291,27,5,1,0,84681]"
55,425,7,5,3,1,180625,"[55,425,7,5,3,1,180625]"
13,496,17,6,4,1,246016,"[13,496,17,6,4,1,246016]"
53,2,3170,1,3,0,4,"[53,2,3170,1,3,0,4]"
31,109,59,2,4,1,11881,"[31,109,59,2,4,1,11881]"
6,480,18,6,1,0,230400,"[6,480,18,6,1,0,230400]"
51,314,11,3,1,0,98596,"[51,314,11,3,1,0,98596]"
