batchsize,dim_input,dim_output,use_bias,activation_fct,hashkey
12,19029,2588,1,0,"[12,19029,2588,1,0]"
16,32683,1483,1,1,"[16,32683,1483,1,1]"
27,9094,2349,1,0,"[27,9094,2349,1,0]"
12,9141,2935,0,1,"[12,9141,2935,0,1]"
22,30822,825,0,1,"[22,30822,825,0,1]"
23,28208,3112,0,0,"[23,28208,3112,0,0]"
31,11614,921,1,0,"[31,11614,921,1,0]"
64,23441,1074,0,1,"[64,23441,1074,0,1]"
19,22563,3013,1,1,"[19,22563,3013,1,1]"
26,25470,194,1,0,"[26,25470,194,1,0]"
32,7877,3066,1,0,"[32,7877,3066,1,0]"
21,24530,3190,0,0,"[21,24530,3190,0,0]"
59,1471,1438,1,1,"[59,1471,1438,1,1]"
21,32675,45,1,1,"[21,32675,45,1,1]"
33,20761,1347,0,1,"[33,20761,1347,0,1]"
11,23826,749,1,1,"[11,23826,749,1,1]"
18,19136,1506,1,0,"[18,19136,1506,1,0]"
62,753,1363,1,0,"[62,753,1363,1,0]"
51,29140,3968,0,0,"[51,29140,3968,0,0]"
58,11562,939,0,0,"[58,11562,939,0,0]"
28,15426,2269,0,1,"[28,15426,2269,0,1]"
63,8158,1659,1,1,"[63,8158,1659,1,1]"
24,24785,1039,0,0,"[24,24785,1039,0,0]"
24,32619,3088,0,1,"[24,32619,3088,0,1]"
57,7145,2331,0,1,"[57,7145,2331,0,1]"
9,29111,828,1,1,"[9,29111,828,1,1]"
23,22776,860,1,0,"[23,22776,860,1,0]"
51,30638,2398,0,0,"[51,30638,2398,0,0]"
4,8472,3116,1,1,"[4,8472,3116,1,1]"
56,4310,1122,1,0,"[56,4310,1122,1,0]"
1,12906,3729,1,1,"[1,12906,3729,1,1]"
43,19684,61,0,1,"[43,19684,61,0,1]"
60,29530,3640,0,0,"[60,29530,3640,0,0]"
10,22488,1327,0,0,"[10,22488,1327,0,0]"
41,13379,600,1,0,"[41,13379,600,1,0]"
53,11671,1553,1,1,"[53,11671,1553,1,1]"
36,6343,56,1,0,"[36,6343,56,1,0]"
32,5659,3315,0,0,"[32,5659,3315,0,0]"
43,1210,927,0,1,"[43,1210,927,0,1]"
6,6106,367,0,0,"[6,6106,367,0,0]"
50,3715,1280,1,0,"[50,3715,1280,1,0]"
20,31049,1756,0,0,"[20,31049,1756,0,0]"
60,9920,3174,0,1,"[60,9920,3174,0,1]"
5,30229,1999,1,0,"[5,30229,1999,1,0]"
50,325,1879,1,1,"[50,325,1879,1,1]"
61,18012,3277,0,1,"[61,18012,3277,0,1]"
51,22710,1918,1,0,"[51,22710,1918,1,0]"
22,1253,2110,1,0,"[22,1253,2110,1,0]"
24,18111,1299,1,0,"[24,18111,1299,1,0]"
24,30482,2535,0,0,"[24,30482,2535,0,0]"
15,28251,139,0,0,"[15,28251,139,0,0]"
41,31376,1221,1,0,"[41,31376,1221,1,0]"
48,18928,3197,1,0,"[48,18928,3197,1,0]"
18,22403,3813,0,0,"[18,22403,3813,0,0]"
56,30296,2663,1,1,"[56,30296,2663,1,1]"
27,19333,1295,1,0,"[27,19333,1295,1,0]"
16,15753,3625,1,0,"[16,15753,3625,1,0]"
15,22422,4095,1,1,"[15,22422,4095,1,1]"
13,2797,3907,1,0,"[13,2797,3907,1,0]"
28,6065,1025,1,1,"[28,6065,1025,1,1]"
40,2264,3592,1,0,"[40,2264,3592,1,0]"
3,23240,1273,0,1,"[3,23240,1273,0,1]"
11,27426,3515,1,1,"[11,27426,3515,1,1]"
5,10713,2313,1,0,"[5,10713,2313,1,0]"
15,7286,439,1,1,"[15,7286,439,1,1]"
60,8226,3447,0,0,"[60,8226,3447,0,0]"
46,345,3611,0,0,"[46,345,3611,0,0]"
7,9514,1743,1,0,"[7,9514,1743,1,0]"
21,2829,603,1,1,"[21,2829,603,1,1]"
34,16583,3829,0,0,"[34,16583,3829,0,0]"
32,5669,287,0,0,"[32,5669,287,0,0]"
34,23674,1515,0,1,"[34,23674,1515,0,1]"
55,6300,141,0,0,"[55,6300,141,0,0]"
34,27287,1578,0,0,"[34,27287,1578,0,0]"
60,25624,3101,0,0,"[60,25624,3101,0,0]"
11,20367,3287,0,1,"[11,20367,3287,0,1]"
47,20217,3996,0,1,"[47,20217,3996,0,1]"
34,21319,485,1,1,"[34,21319,485,1,1]"
18,10184,3395,1,0,"[18,10184,3395,1,0]"
52,2106,3524,1,0,"[52,2106,3524,1,0]"
39,26974,240,0,0,"[39,26974,240,0,0]"
25,3949,3736,1,0,"[25,3949,3736,1,0]"
50,7412,3504,1,0,"[50,7412,3504,1,0]"
36,11251,2693,0,0,"[36,11251,2693,0,0]"
14,25646,1689,0,0,"[14,25646,1689,0,0]"
36,11080,1742,0,1,"[36,11080,1742,0,1]"
54,22599,2661,0,1,"[54,22599,2661,0,1]"
48,25114,1228,0,1,"[48,25114,1228,0,1]"
28,26565,1984,0,0,"[28,26565,1984,0,0]"
49,26120,2822,0,1,"[49,26120,2822,0,1]"
31,26856,4019,1,0,"[31,26856,4019,1,0]"
26,3305,3146,1,1,"[26,3305,3146,1,1]"
15,32096,660,0,0,"[15,32096,660,0,0]"
42,32227,1719,0,0,"[42,32227,1719,0,0]"
55,20521,3468,1,1,"[55,20521,3468,1,1]"
28,16719,892,0,1,"[28,16719,892,0,1]"
44,14296,266,1,1,"[44,14296,266,1,1]"
15,29527,944,0,1,"[15,29527,944,0,1]"
22,5366,942,1,1,"[22,5366,942,1,1]"
23,7602,455,0,1,"[23,7602,455,0,1]"
11,20121,2598,0,1,"[11,20121,2598,0,1]"
64,28262,1735,0,0,"[64,28262,1735,0,0]"
10,19905,2292,0,1,"[10,19905,2292,0,1]"
43,22793,2782,0,1,"[43,22793,2782,0,1]"
14,20438,2296,1,1,"[14,20438,2296,1,1]"
18,27867,373,0,0,"[18,27867,373,0,0]"
14,9049,2122,1,1,"[14,9049,2122,1,1]"
43,25040,1005,0,0,"[43,25040,1005,0,0]"
31,17411,3934,1,0,"[31,17411,3934,1,0]"
34,16761,663,1,0,"[34,16761,663,1,0]"
9,14338,2206,0,1,"[9,14338,2206,0,1]"
60,14407,1100,1,1,"[60,14407,1100,1,1]"
4,27689,1837,0,1,"[4,27689,1837,0,1]"
59,12940,3258,0,1,"[59,12940,3258,0,1]"
26,30434,3534,1,0,"[26,30434,3534,1,0]"
9,8800,2961,1,0,"[9,8800,2961,1,0]"
4,16700,2601,1,1,"[4,16700,2601,1,1]"
43,7772,58,1,0,"[43,7772,58,1,0]"
24,4911,3782,1,0,"[24,4911,3782,1,0]"
26,32663,3014,1,0,"[26,32663,3014,1,0]"
1,26081,2684,1,0,"[1,26081,2684,1,0]"
49,7212,897,0,0,"[49,7212,897,0,0]"
23,5313,2553,0,1,"[23,5313,2553,0,1]"
18,20486,2893,1,0,"[18,20486,2893,1,0]"
45,28462,2751,0,1,"[45,28462,2751,0,1]"
2,8530,3401,0,0,"[2,8530,3401,0,0]"
22,22135,182,0,0,"[22,22135,182,0,0]"
64,7001,519,1,0,"[64,7001,519,1,0]"
18,3338,3790,1,0,"[18,3338,3790,1,0]"
41,4119,3961,0,0,"[41,4119,3961,0,0]"
26,31829,2028,1,1,"[26,31829,2028,1,1]"
62,31616,3992,0,1,"[62,31616,3992,0,1]"
29,6473,1014,1,1,"[29,6473,1014,1,1]"
26,14752,1693,1,0,"[26,14752,1693,1,0]"
43,13389,3588,0,1,"[43,13389,3588,0,1]"
44,7459,207,0,0,"[44,7459,207,0,0]"
31,16212,2681,1,0,"[31,16212,2681,1,0]"
49,7806,2653,0,1,"[49,7806,2653,0,1]"
3,3989,3301,0,0,"[3,3989,3301,0,0]"
42,25182,534,1,0,"[42,25182,534,1,0]"
51,25013,141,1,0,"[51,25013,141,1,0]"
50,13590,399,1,0,"[50,13590,399,1,0]"
15,19083,4051,0,1,"[15,19083,4051,0,1]"
53,31843,3902,1,1,"[53,31843,3902,1,1]"
63,8557,392,1,1,"[63,8557,392,1,1]"
49,8968,996,0,0,"[49,8968,996,0,0]"
28,17298,3205,0,1,"[28,17298,3205,0,1]"
58,24340,3366,0,0,"[58,24340,3366,0,0]"
18,10801,3237,1,0,"[18,10801,3237,1,0]"
20,17768,1629,1,0,"[20,17768,1629,1,0]"
36,13924,2937,1,1,"[36,13924,2937,1,1]"
20,26792,570,1,1,"[20,26792,570,1,1]"
11,2431,831,0,0,"[11,2431,831,0,0]"
49,15426,1627,0,1,"[49,15426,1627,0,1]"
64,24023,1359,0,0,"[64,24023,1359,0,0]"
28,4361,3591,0,0,"[28,4361,3591,0,0]"
56,26428,2436,1,1,"[56,26428,2436,1,1]"
8,9892,1848,0,1,"[8,9892,1848,0,1]"
54,10117,1754,0,0,"[54,10117,1754,0,0]"
62,22442,1740,0,1,"[62,22442,1740,0,1]"
24,2286,3675,0,0,"[24,2286,3675,0,0]"
31,15353,646,0,0,"[31,15353,646,0,0]"
57,13953,3521,0,0,"[57,13953,3521,0,0]"
33,19280,2268,1,0,"[33,19280,2268,1,0]"
53,21099,422,0,1,"[53,21099,422,0,1]"
54,27828,1458,0,1,"[54,27828,1458,0,1]"
2,21247,3182,1,0,"[2,21247,3182,1,0]"
61,3099,2697,0,0,"[61,3099,2697,0,0]"
3,7881,714,0,0,"[3,7881,714,0,0]"
23,11627,2279,1,0,"[23,11627,2279,1,0]"
53,3698,821,0,1,"[53,3698,821,0,1]"
60,8372,724,1,0,"[60,8372,724,1,0]"
40,13449,1157,1,1,"[40,13449,1157,1,1]"
62,19882,409,1,1,"[62,19882,409,1,1]"
14,20941,2857,0,1,"[14,20941,2857,0,1]"
30,28169,578,0,0,"[30,28169,578,0,0]"
55,25086,702,0,0,"[55,25086,702,0,0]"
29,14881,308,1,0,"[29,14881,308,1,0]"
10,17394,4037,0,0,"[10,17394,4037,0,0]"
14,3318,1487,0,0,"[14,3318,1487,0,0]"
58,10287,67,1,0,"[58,10287,67,1,0]"
62,26344,85,1,0,"[62,26344,85,1,0]"
9,13948,2812,0,0,"[9,13948,2812,0,0]"
9,26726,19,1,1,"[9,26726,19,1,1]"
62,25746,2441,0,1,"[62,25746,2441,0,1]"
40,26324,2610,0,1,"[40,26324,2610,0,1]"
32,21306,2403,1,0,"[32,21306,2403,1,0]"
15,5040,2029,0,1,"[15,5040,2029,0,1]"
41,26971,1684,0,0,"[41,26971,1684,0,0]"
20,4704,1959,1,1,"[20,4704,1959,1,1]"
30,2075,2353,0,1,"[30,2075,2353,0,1]"
48,15390,2476,0,1,"[48,15390,2476,0,1]"
35,13988,1687,1,0,"[35,13988,1687,1,0]"
24,27000,2365,1,0,"[24,27000,2365,1,0]"
60,5028,3799,0,1,"[60,5028,3799,0,1]"
10,21700,2185,1,1,"[10,21700,2185,1,1]"
37,29720,3129,0,1,"[37,29720,3129,0,1]"
54,1594,4096,1,0,"[54,1594,4096,1,0]"
10,15976,847,0,1,"[10,15976,847,0,1]"
37,12965,1287,1,0,"[37,12965,1287,1,0]"
23,17963,1829,1,1,"[23,17963,1829,1,1]"
33,2018,4060,1,1,"[33,2018,4060,1,1]"
8,18610,1860,0,0,"[8,18610,1860,0,0]"
20,32037,3668,0,1,"[20,32037,3668,0,1]"
46,3102,669,0,1,"[46,3102,669,0,1]"
62,6186,2894,0,0,"[62,6186,2894,0,0]"
21,30806,246,1,0,"[21,30806,246,1,0]"
32,21979,2127,1,0,"[32,21979,2127,1,0]"
46,23119,740,0,1,"[46,23119,740,0,1]"
62,30693,2220,0,0,"[62,30693,2220,0,0]"
43,7774,2422,1,0,"[43,7774,2422,1,0]"
52,31301,1395,0,0,"[52,31301,1395,0,0]"
8,8923,839,1,1,"[8,8923,839,1,1]"
2,13021,2818,0,0,"[2,13021,2818,0,0]"
59,22232,1550,1,0,"[59,22232,1550,1,0]"
21,18126,558,0,0,"[21,18126,558,0,0]"
38,10052,169,1,0,"[38,10052,169,1,0]"
24,5781,3655,0,1,"[24,5781,3655,0,1]"
34,29919,1603,0,0,"[34,29919,1603,0,0]"
10,11593,2702,1,0,"[10,11593,2702,1,0]"
32,1610,977,0,1,"[32,1610,977,0,1]"
16,7158,322,1,0,"[16,7158,322,1,0]"
5,16481,815,1,0,"[5,16481,815,1,0]"
53,32208,268,0,1,"[53,32208,268,0,1]"
14,30446,1483,0,0,"[14,30446,1483,0,0]"
8,29248,1193,1,0,"[8,29248,1193,1,0]"
29,9458,1321,1,0,"[29,9458,1321,1,0]"
2,9023,575,1,1,"[2,9023,575,1,1]"
60,24613,619,0,1,"[60,24613,619,0,1]"
22,12035,2760,0,1,"[22,12035,2760,0,1]"
38,31290,1311,1,0,"[38,31290,1311,1,0]"
45,4731,1022,0,1,"[45,4731,1022,0,1]"
8,25424,3667,0,1,"[8,25424,3667,0,1]"
60,5633,354,1,1,"[60,5633,354,1,1]"
53,5488,3249,0,0,"[53,5488,3249,0,0]"
20,19206,3589,0,1,"[20,19206,3589,0,1]"
35,8856,1809,1,1,"[35,8856,1809,1,1]"
53,30593,626,1,1,"[53,30593,626,1,1]"
55,31319,1921,0,1,"[55,31319,1921,0,1]"
46,11318,985,0,1,"[46,11318,985,0,1]"
24,17528,170,1,0,"[24,17528,170,1,0]"
29,30001,1969,0,1,"[29,30001,1969,0,1]"
8,27982,1215,0,0,"[8,27982,1215,0,0]"
43,8428,2936,0,0,"[43,8428,2936,0,0]"
33,7615,336,1,1,"[33,7615,336,1,1]"
58,17363,1976,1,0,"[58,17363,1976,1,0]"
62,30817,422,0,1,"[62,30817,422,0,1]"
1,2902,1637,0,1,"[1,2902,1637,0,1]"
64,7434,214,1,0,"[64,7434,214,1,0]"
51,25219,2908,0,1,"[51,25219,2908,0,1]"
19,5846,199,1,0,"[19,5846,199,1,0]"
25,20033,417,0,0,"[25,20033,417,0,0]"
1,30197,438,1,0,"[1,30197,438,1,0]"
44,31987,1070,1,0,"[44,31987,1070,1,0]"
54,22575,2857,1,0,"[54,22575,2857,1,0]"
62,21227,2179,1,1,"[62,21227,2179,1,1]"
52,10662,878,1,0,"[52,10662,878,1,0]"
32,20611,1139,1,1,"[32,20611,1139,1,1]"
43,28126,1656,1,0,"[43,28126,1656,1,0]"
20,1014,2200,0,1,"[20,1014,2200,0,1]"
40,1666,1839,0,1,"[40,1666,1839,0,1]"
43,12765,2923,0,0,"[43,12765,2923,0,0]"
63,1563,1404,1,1,"[63,1563,1404,1,1]"
61,7414,402,1,1,"[61,7414,402,1,1]"
38,10058,1216,0,1,"[38,10058,1216,0,1]"
22,26607,689,1,1,"[22,26607,689,1,1]"
3,12137,876,1,1,"[3,12137,876,1,1]"
64,10609,1696,0,1,"[64,10609,1696,0,1]"
14,7734,130,0,0,"[14,7734,130,0,0]"
39,31865,246,0,0,"[39,31865,246,0,0]"
7,25254,2246,0,1,"[7,25254,2246,0,1]"
55,27232,103,1,0,"[55,27232,103,1,0]"
43,15952,1807,0,0,"[43,15952,1807,0,0]"
35,23612,314,1,1,"[35,23612,314,1,1]"
19,8537,2669,1,1,"[19,8537,2669,1,1]"
61,5642,1846,1,1,"[61,5642,1846,1,1]"
56,4066,2522,1,0,"[56,4066,2522,1,0]"
58,8580,1694,1,0,"[58,8580,1694,1,0]"
41,17411,2364,1,1,"[41,17411,2364,1,1]"
12,21485,3229,1,0,"[12,21485,3229,1,0]"
22,16612,2716,1,1,"[22,16612,2716,1,1]"
63,1655,313,1,0,"[63,1655,313,1,0]"
41,1759,492,0,1,"[41,1759,492,0,1]"
56,30322,1099,0,0,"[56,30322,1099,0,0]"
54,28675,2551,0,1,"[54,28675,2551,0,1]"
10,11663,3666,1,0,"[10,11663,3666,1,0]"
53,18542,2189,0,0,"[53,18542,2189,0,0]"
61,22706,1135,0,1,"[61,22706,1135,0,1]"
64,20404,230,0,0,"[64,20404,230,0,0]"
32,13615,1326,1,1,"[32,13615,1326,1,1]"
53,10589,2247,1,0,"[53,10589,2247,1,0]"
15,2366,2398,1,0,"[15,2366,2398,1,0]"
9,18833,216,0,1,"[9,18833,216,0,1]"
44,17519,2383,0,1,"[44,17519,2383,0,1]"
28,15753,3274,0,1,"[28,15753,3274,0,1]"
23,18859,3595,1,0,"[23,18859,3595,1,0]"
45,9338,4049,0,0,"[45,9338,4049,0,0]"
21,27984,2055,1,0,"[21,27984,2055,1,0]"
22,29404,2566,0,1,"[22,29404,2566,0,1]"
51,20118,660,0,1,"[51,20118,660,0,1]"
53,27733,2463,1,1,"[53,27733,2463,1,1]"
3,17533,3992,0,0,"[3,17533,3992,0,0]"
18,15962,208,1,1,"[18,15962,208,1,1]"
21,11612,420,0,1,"[21,11612,420,0,1]"
25,6681,1837,0,1,"[25,6681,1837,0,1]"
16,2315,3470,0,1,"[16,2315,3470,0,1]"
30,4543,769,0,1,"[30,4543,769,0,1]"
59,26775,3700,1,1,"[59,26775,3700,1,1]"
9,7495,2333,0,0,"[9,7495,2333,0,0]"
61,13216,3858,0,1,"[61,13216,3858,0,1]"
33,22923,528,0,1,"[33,22923,528,0,1]"
38,1923,2428,0,0,"[38,1923,2428,0,0]"
6,28734,1033,0,0,"[6,28734,1033,0,0]"
1,9892,74,1,1,"[1,9892,74,1,1]"
54,10849,1875,1,1,"[54,10849,1875,1,1]"
55,26374,1108,0,0,"[55,26374,1108,0,0]"
6,14337,4094,1,1,"[6,14337,4094,1,1]"
5,1896,1707,0,1,"[5,1896,1707,0,1]"
24,29781,1337,0,0,"[24,29781,1337,0,0]"
41,29462,1147,0,0,"[41,29462,1147,0,0]"
22,25284,2952,1,1,"[22,25284,2952,1,1]"
33,31305,3310,1,0,"[33,31305,3310,1,0]"
59,19057,1459,1,1,"[59,19057,1459,1,1]"
21,16666,587,1,0,"[21,16666,587,1,0]"
57,11770,395,1,1,"[57,11770,395,1,1]"
3,32707,1440,1,1,"[3,32707,1440,1,1]"
20,6515,2929,0,1,"[20,6515,2929,0,1]"
32,12378,1928,0,0,"[32,12378,1928,0,0]"
20,2335,4005,1,0,"[20,2335,4005,1,0]"
32,11941,311,1,1,"[32,11941,311,1,1]"
9,20242,821,0,1,"[9,20242,821,0,1]"
52,3938,3373,1,1,"[52,3938,3373,1,1]"
25,16381,3190,0,0,"[25,16381,3190,0,0]"
38,25635,148,0,1,"[38,25635,148,0,1]"
46,3146,1420,1,0,"[46,3146,1420,1,0]"
12,15907,1041,1,1,"[12,15907,1041,1,1]"
13,13394,3824,1,1,"[13,13394,3824,1,1]"
47,20396,2495,1,0,"[47,20396,2495,1,0]"
22,10543,120,0,1,"[22,10543,120,0,1]"
1,23174,1999,1,0,"[1,23174,1999,1,0]"
34,25365,1378,0,1,"[34,25365,1378,0,1]"
18,28642,3235,1,0,"[18,28642,3235,1,0]"
50,10736,1473,0,1,"[50,10736,1473,0,1]"
38,5199,1094,0,1,"[38,5199,1094,0,1]"
55,3727,1324,1,0,"[55,3727,1324,1,0]"
28,27628,1976,1,0,"[28,27628,1976,1,0]"
36,14381,157,0,1,"[36,14381,157,0,1]"
53,18783,2222,1,1,"[53,18783,2222,1,1]"
55,12266,2669,0,0,"[55,12266,2669,0,0]"
31,25644,2335,0,1,"[31,25644,2335,0,1]"
35,3293,2353,1,1,"[35,3293,2353,1,1]"
40,25494,768,1,1,"[40,25494,768,1,1]"
15,16041,1604,0,0,"[15,16041,1604,0,0]"
25,15175,775,1,0,"[25,15175,775,1,0]"
27,16017,3266,0,1,"[27,16017,3266,0,1]"
21,13664,903,0,1,"[21,13664,903,0,1]"
50,7258,2510,1,1,"[50,7258,2510,1,1]"
22,22374,2704,0,1,"[22,22374,2704,0,1]"
34,6423,1606,1,1,"[34,6423,1606,1,1]"
32,8832,1317,1,1,"[32,8832,1317,1,1]"
47,8385,124,1,1,"[47,8385,124,1,1]"
44,6755,622,0,0,"[44,6755,622,0,0]"
3,25399,2708,0,1,"[3,25399,2708,0,1]"
26,2629,1079,0,1,"[26,2629,1079,0,1]"
35,14950,1681,0,1,"[35,14950,1681,0,1]"
57,385,2841,0,0,"[57,385,2841,0,0]"
63,26506,2007,0,1,"[63,26506,2007,0,1]"
41,15411,3873,1,0,"[41,15411,3873,1,0]"
26,4924,3989,1,1,"[26,4924,3989,1,1]"
7,25150,1335,0,0,"[7,25150,1335,0,0]"
15,16658,2850,0,1,"[15,16658,2850,0,1]"
33,22803,2551,1,0,"[33,22803,2551,1,0]"
23,14171,1784,1,0,"[23,14171,1784,1,0]"
55,13551,4054,1,1,"[55,13551,4054,1,1]"
61,732,1819,1,0,"[61,732,1819,1,0]"
54,12273,579,0,0,"[54,12273,579,0,0]"
25,18461,585,0,0,"[25,18461,585,0,0]"
35,20116,2959,1,0,"[35,20116,2959,1,0]"
14,23101,732,0,0,"[14,23101,732,0,0]"
9,17106,1255,0,0,"[9,17106,1255,0,0]"
26,15989,2288,0,0,"[26,15989,2288,0,0]"
7,16819,2394,0,0,"[7,16819,2394,0,0]"
28,26163,1625,0,1,"[28,26163,1625,0,1]"
45,32024,3250,1,0,"[45,32024,3250,1,0]"
48,25406,998,1,0,"[48,25406,998,1,0]"
19,12178,4049,0,1,"[19,12178,4049,0,1]"
5,14695,3840,1,1,"[5,14695,3840,1,1]"
37,9016,2198,0,1,"[37,9016,2198,0,1]"
20,5186,3866,0,0,"[20,5186,3866,0,0]"
63,17850,3877,0,1,"[63,17850,3877,0,1]"
22,22862,972,0,0,"[22,22862,972,0,0]"
7,104,2537,1,0,"[7,104,2537,1,0]"
35,15587,314,0,0,"[35,15587,314,0,0]"
51,17188,2693,0,0,"[51,17188,2693,0,0]"
3,24085,1942,1,0,"[3,24085,1942,1,0]"
35,32346,1302,0,0,"[35,32346,1302,0,0]"
34,4456,3940,0,1,"[34,4456,3940,0,1]"
45,22234,1453,1,1,"[45,22234,1453,1,1]"
37,27,206,1,0,"[37,27,206,1,0]"
9,22153,549,1,1,"[9,22153,549,1,1]"
16,17959,1365,1,1,"[16,17959,1365,1,1]"
33,19975,1207,1,1,"[33,19975,1207,1,1]"
47,5833,1377,1,1,"[47,5833,1377,1,1]"
11,59,2421,0,0,"[11,59,2421,0,0]"
21,14388,3332,1,0,"[21,14388,3332,1,0]"
51,10556,1026,1,1,"[51,10556,1026,1,1]"
11,5526,3115,0,1,"[11,5526,3115,0,1]"
40,14489,174,0,0,"[40,14489,174,0,0]"
61,23467,3070,1,1,"[61,23467,3070,1,1]"
1,28580,872,1,1,"[1,28580,872,1,1]"
38,13215,3008,0,0,"[38,13215,3008,0,0]"
63,22244,3008,1,1,"[63,22244,3008,1,1]"
57,9876,691,0,0,"[57,9876,691,0,0]"
17,14772,2029,1,0,"[17,14772,2029,1,0]"
37,15450,3949,0,1,"[37,15450,3949,0,1]"
40,22317,2093,1,0,"[40,22317,2093,1,0]"
36,15198,2396,1,0,"[36,15198,2396,1,0]"
42,19844,2601,0,0,"[42,19844,2601,0,0]"
21,15838,2484,1,1,"[21,15838,2484,1,1]"
2,6654,4067,0,0,"[2,6654,4067,0,0]"
19,1265,3576,0,1,"[19,1265,3576,0,1]"
11,11298,2489,1,0,"[11,11298,2489,1,0]"
13,3188,2765,0,1,"[13,3188,2765,0,1]"
32,24878,2602,0,0,"[32,24878,2602,0,0]"
11,23912,4092,0,0,"[11,23912,4092,0,0]"
57,13150,149,0,1,"[57,13150,149,0,1]"
31,9386,2991,1,1,"[31,9386,2991,1,1]"
46,18543,811,0,1,"[46,18543,811,0,1]"
8,14685,1247,0,0,"[8,14685,1247,0,0]"
32,2650,2117,0,1,"[32,2650,2117,0,1]"
8,27465,494,0,0,"[8,27465,494,0,0]"
44,12998,4020,0,1,"[44,12998,4020,0,1]"
38,6088,761,0,1,"[38,6088,761,0,1]"
57,21600,2903,1,1,"[57,21600,2903,1,1]"
37,11632,1722,0,0,"[37,11632,1722,0,0]"
38,2492,401,0,1,"[38,2492,401,0,1]"
33,15139,3348,1,0,"[33,15139,3348,1,0]"
21,19141,3329,0,1,"[21,19141,3329,0,1]"
52,13411,2516,1,1,"[52,13411,2516,1,1]"
11,31822,2225,1,0,"[11,31822,2225,1,0]"
10,18480,2645,0,0,"[10,18480,2645,0,0]"
17,6550,1441,1,0,"[17,6550,1441,1,0]"
19,5055,2565,0,1,"[19,5055,2565,0,1]"
33,5287,962,1,1,"[33,5287,962,1,1]"
35,3110,2426,0,0,"[35,3110,2426,0,0]"
63,2326,1884,1,1,"[63,2326,1884,1,1]"
43,11555,3474,1,0,"[43,11555,3474,1,0]"
30,3509,97,0,1,"[30,3509,97,0,1]"
55,10834,3767,0,0,"[55,10834,3767,0,0]"
32,5016,817,1,0,"[32,5016,817,1,0]"
24,27524,628,1,1,"[24,27524,628,1,1]"
45,29717,2915,0,1,"[45,29717,2915,0,1]"
9,21381,971,0,1,"[9,21381,971,0,1]"
20,25749,3297,0,0,"[20,25749,3297,0,0]"
34,25555,1050,0,0,"[34,25555,1050,0,0]"
49,15747,99,0,0,"[49,15747,99,0,0]"
40,22664,1541,0,1,"[40,22664,1541,0,1]"
45,32591,889,0,1,"[45,32591,889,0,1]"
58,30734,619,1,0,"[58,30734,619,1,0]"
31,14201,2081,1,1,"[31,14201,2081,1,1]"
34,26048,687,1,1,"[34,26048,687,1,1]"
61,21171,1084,1,1,"[61,21171,1084,1,1]"
31,23096,1467,1,1,"[31,23096,1467,1,1]"
61,19271,618,1,1,"[61,19271,618,1,1]"
22,24448,3496,1,1,"[22,24448,3496,1,1]"
37,18664,1878,0,1,"[37,18664,1878,0,1]"
33,5939,1843,1,1,"[33,5939,1843,1,1]"
19,28452,3414,1,1,"[19,28452,3414,1,1]"
62,8411,3570,0,1,"[62,8411,3570,0,1]"
7,3592,622,1,1,"[7,3592,622,1,1]"
39,13058,666,1,0,"[39,13058,666,1,0]"
48,12092,3883,0,1,"[48,12092,3883,0,1]"
12,30286,3692,0,0,"[12,30286,3692,0,0]"
16,19290,1363,0,1,"[16,19290,1363,0,1]"
43,13042,3543,0,0,"[43,13042,3543,0,0]"
56,5164,2253,0,1,"[56,5164,2253,0,1]"
42,28591,2202,0,0,"[42,28591,2202,0,0]"
42,10434,2354,1,0,"[42,10434,2354,1,0]"
5,30549,1684,1,0,"[5,30549,1684,1,0]"
35,30,4003,0,1,"[35,30,4003,0,1]"
15,9647,2629,0,1,"[15,9647,2629,0,1]"
6,28693,1455,1,0,"[6,28693,1455,1,0]"
11,30618,2760,1,0,"[11,30618,2760,1,0]"
23,1798,3247,0,0,"[23,1798,3247,0,0]"
34,28775,836,0,1,"[34,28775,836,0,1]"
26,32129,3447,0,0,"[26,32129,3447,0,0]"
10,2895,3961,0,1,"[10,2895,3961,0,1]"
31,8715,1649,0,1,"[31,8715,1649,0,1]"
39,4073,3537,0,0,"[39,4073,3537,0,0]"
23,22358,4015,1,0,"[23,22358,4015,1,0]"
5,19627,302,1,0,"[5,19627,302,1,0]"
48,11370,3293,1,1,"[48,11370,3293,1,1]"
55,27586,842,1,1,"[55,27586,842,1,1]"
20,25234,2156,1,1,"[20,25234,2156,1,1]"
34,20179,975,1,0,"[34,20179,975,1,0]"
12,21782,1625,1,1,"[12,21782,1625,1,1]"
59,8161,482,1,1,"[59,8161,482,1,1]"
31,16019,3351,1,0,"[31,16019,3351,1,0]"
39,8500,893,0,0,"[39,8500,893,0,0]"
45,29344,969,0,1,"[45,29344,969,0,1]"
47,31846,1124,0,1,"[47,31846,1124,0,1]"
14,28146,1745,1,0,"[14,28146,1745,1,0]"
27,20813,3879,0,1,"[27,20813,3879,0,1]"
44,27989,2239,0,1,"[44,27989,2239,0,1]"
27,28557,1117,1,1,"[27,28557,1117,1,1]"
61,17841,456,1,1,"[61,17841,456,1,1]"
53,23331,3621,0,0,"[53,23331,3621,0,0]"
54,26221,3560,1,1,"[54,26221,3560,1,1]"
28,1708,3000,1,1,"[28,1708,3000,1,1]"
